,IOC,Breeding Range,Order,Family,Indonesian
9562,Macronyx sharpei,AF,PASSERIFORMES,Motacillidae,Sharpe's Longclaw
9563,Macronyx flavicollis,AF,PASSERIFORMES,Motacillidae,Abyssinian Longclaw
9564,Macronyx fuelleborni,AF,PASSERIFORMES,Motacillidae,Fülleborn's Longclaw
9565,Macronyx capensis,AF,PASSERIFORMES,Motacillidae,Cape Longclaw
9566,Macronyx croceus,AF,PASSERIFORMES,Motacillidae,Yellow-throated Longclaw
9567,Macronyx aurantiigula,AF,PASSERIFORMES,Motacillidae,Pangani Longclaw
9568,Macronyx ameliae,AF,PASSERIFORMES,Motacillidae,Rosy-throated Longclaw
9569,Macronyx grimwoodi,AF,PASSERIFORMES,Motacillidae,Grimwood's Longclaw
9570,Anthus richardi,PAL,PASSERIFORMES,Motacillidae,Richard's Pipit
9571,Anthus rufulus,"OR, AU",PASSERIFORMES,Motacillidae,Apung tanah
9572,Anthus australis,AU,PASSERIFORMES,Motacillidae,Australian Pipit
9573,Anthus novaeseelandiae,AU,PASSERIFORMES,Motacillidae,New Zealand Pipit
9574,Anthus cinnamomeus,AF,PASSERIFORMES,Motacillidae,African Pipit
9575,Anthus hoeschi,AF,PASSERIFORMES,Motacillidae,Mountain Pipit
9576,Anthus godlewskii,PAL,PASSERIFORMES,Motacillidae,Blyth's Pipit
9577,Anthus campestris,"PAL, AF",PASSERIFORMES,Motacillidae,Tawny Pipit
9578,Anthus similis,"AF, OR",PASSERIFORMES,Motacillidae,Long-billed Pipit
9579,Anthus nicholsoni,AF,PASSERIFORMES,Motacillidae,Nicholson's Pipit
9580,Anthus nyassae,AF,PASSERIFORMES,Motacillidae,Wood Pipit
9581,Anthus vaalensis,AF,PASSERIFORMES,Motacillidae,Buffy Pipit
9582,Anthus leucophrys,AF,PASSERIFORMES,Motacillidae,Plain-backed Pipit
9583,Anthus pallidiventris,AF,PASSERIFORMES,Motacillidae,Long-legged Pipit
9584,Anthus pratensis,PAL,PASSERIFORMES,Motacillidae,Meadow Pipit
9585,Anthus trivialis,PAL,PASSERIFORMES,Motacillidae,Tree Pipit
9586,Anthus hodgsoni,PAL,PASSERIFORMES,Motacillidae,Olive-backed Pipit
9587,Anthus gustavi,PAL,PASSERIFORMES,Motacillidae,Apung petchora
9588,Anthus roseatus,PAL,PASSERIFORMES,Motacillidae,Rosy Pipit
9589,Anthus cervinus,"PAL, NA",PASSERIFORMES,Motacillidae,Apung kijang
9590,Anthus rubescens,"NA, PAL",PASSERIFORMES,Motacillidae,Buff-bellied Pipit
9591,Anthus spinoletta,PAL,PASSERIFORMES,Motacillidae,Water Pipit
9592,Anthus petrosus,PAL,PASSERIFORMES,Motacillidae,European Rock Pipit
9593,Anthus nilghiriensis,OR,PASSERIFORMES,Motacillidae,Nilgiri Pipit
9594,Anthus sylvanus,OR,PASSERIFORMES,Motacillidae,Upland Pipit
9595,Anthus berthelotii,AF,PASSERIFORMES,Motacillidae,Berthelot's Pipit
9596,Anthus lineiventris,AF,PASSERIFORMES,Motacillidae,Striped Pipit
9597,Anthus crenatus,AF,PASSERIFORMES,Motacillidae,African Rock Pipit
9598,Anthus brachyurus,AF,PASSERIFORMES,Motacillidae,Short-tailed Pipit
9599,Anthus caffer,AF,PASSERIFORMES,Motacillidae,Bushveld Pipit
9600,Anthus sokokensis,AF,PASSERIFORMES,Motacillidae,Sokoke Pipit
9601,Anthus melindae,AF,PASSERIFORMES,Motacillidae,Malindi Pipit
9602,Anthus chloris,AF,PASSERIFORMES,Motacillidae,Yellow-breasted Pipit
9603,Anthus gutturalis,AU,PASSERIFORMES,Motacillidae,Apung papua
9604,Anthus ruficollis,AU,PASSERIFORMES,Motacillidae,Opior buru
9605,Anthus chii,SA,PASSERIFORMES,Motacillidae,Yellowish Pipit
9606,Anthus peruvianus,SA,PASSERIFORMES,Motacillidae,Peruvian Pipit
9607,Anthus furcatus,SA,PASSERIFORMES,Motacillidae,Short-billed Pipit
9608,Anthus brevirostris,SA,PASSERIFORMES,Motacillidae,Puna Pipit
9609,Anthus chacoensis,SA,PASSERIFORMES,Motacillidae,Pampas Pipit
9610,Anthus correndera,SA,PASSERIFORMES,Motacillidae,Correndera Pipit
9611,Anthus antarcticus,AO,PASSERIFORMES,Motacillidae,South Georgia Pipit
9612,Anthus nattereri,SA,PASSERIFORMES,Motacillidae,Ochre-breasted Pipit
9613,Anthus hellmayri,SA,PASSERIFORMES,Motacillidae,Hellmayr's Pipit
9614,Anthus bogotensis,SA,PASSERIFORMES,Motacillidae,Paramo Pipit
9615,Urocynchramus pylzowi,OR,PASSERIFORMES,Urocynchramidae,Przevalski's Finch
9616,Fringilla coelebs,PAL,PASSERIFORMES,Fringillidae,Eurasian Chaffinch
9617,Fringilla spodiogenys,PAL,PASSERIFORMES,Fringillidae,African Chaffinch
9618,Fringilla moreletti,PAL,PASSERIFORMES,Fringillidae,Azores Chaffinch
9619,Fringilla maderensis,PAL,PASSERIFORMES,Fringillidae,Madeira Chaffinch
9620,Fringilla canariensis,AF,PASSERIFORMES,Fringillidae,Canary Islands Chaffinch
9621,Fringilla teydea,AF,PASSERIFORMES,Fringillidae,Tenerife Blue Chaffinch
9622,Fringilla polatzeki,AF,PASSERIFORMES,Fringillidae,Gran Canaria Blue Chaffinch
9623,Fringilla montifringilla,PAL,PASSERIFORMES,Fringillidae,Brambling
9624,Mycerobas icterioides,OR,PASSERIFORMES,Fringillidae,Black-and-yellow Grosbeak
9625,Mycerobas affinis,OR,PASSERIFORMES,Fringillidae,Collared Grosbeak
9626,Mycerobas melanozanthos,OR,PASSERIFORMES,Fringillidae,Spot-winged Grosbeak
9627,Mycerobas carnipes,PAL,PASSERIFORMES,Fringillidae,White-winged Grosbeak
9628,Hesperiphona vespertina,"NA, MA",PASSERIFORMES,Fringillidae,Evening Grosbeak
9629,Hesperiphona abeillei,MA,PASSERIFORMES,Fringillidae,Hooded Grosbeak
9630,Coccothraustes coccothraustes,PAL,PASSERIFORMES,Fringillidae,Hawfinch
9631,Eophona migratoria,PAL,PASSERIFORMES,Fringillidae,Chinese Grosbeak
9632,Eophona personata,PAL,PASSERIFORMES,Fringillidae,Japanese Grosbeak
9633,Pinicola enucleator,"PAL, NA",PASSERIFORMES,Fringillidae,Pine Grosbeak
9634,Pyrrhula nipalensis,OR,PASSERIFORMES,Fringillidae,Brown Bullfinch
9635,Pyrrhula aurantiaca,OR,PASSERIFORMES,Fringillidae,Orange Bullfinch
9636,Pyrrhula erythrocephala,OR,PASSERIFORMES,Fringillidae,Red-headed Bullfinch
9637,Pyrrhula erythaca,OR,PASSERIFORMES,Fringillidae,Grey-headed Bullfinch
9638,Pyrrhula owstoni,OR,PASSERIFORMES,Fringillidae,Taiwan Bullfinch
9639,Pyrrhula leucogenis,OR,PASSERIFORMES,Fringillidae,White-cheeked Bullfinch
9640,Pyrrhula pyrrhula,PAL,PASSERIFORMES,Fringillidae,Eurasian Bullfinch
9641,Pyrrhula murina,AO,PASSERIFORMES,Fringillidae,Azores Bullfinch
9642,Rhodopechys sanguineus,PAL,PASSERIFORMES,Fringillidae,Asian Crimson-winged Finch
9643,Rhodopechys alienus,AF,PASSERIFORMES,Fringillidae,African Crimson-winged Finch
9644,Bucanetes githagineus,PAL,PASSERIFORMES,Fringillidae,Trumpeter Finch
9645,Bucanetes mongolicus,PAL,PASSERIFORMES,Fringillidae,Mongolian Finch
9646,Agraphospiza rubescens,OR,PASSERIFORMES,Fringillidae,Blanford's Rosefinch
9647,Callacanthis burtoni,OR,PASSERIFORMES,Fringillidae,Spectacled Finch
9648,Pyrrhoplectes epauletta,OR,PASSERIFORMES,Fringillidae,Golden-naped Finch
9649,Procarduelis nipalensis,OR,PASSERIFORMES,Fringillidae,Dark-breasted Rosefinch
9650,Leucosticte nemoricola,OR,PASSERIFORMES,Fringillidae,Plain Mountain Finch
9651,Leucosticte brandti,OR,PASSERIFORMES,Fringillidae,Brandt's Mountain Finch
9652,Leucosticte arctoa,PAL,PASSERIFORMES,Fringillidae,Asian Rosy Finch
9653,Carpodacus erythrinus,PAL,PASSERIFORMES,Fringillidae,Common Rosefinch
9654,Carpodacus sipahi,OR,PASSERIFORMES,Fringillidae,Scarlet Finch
9655,Carpodacus rubicilloides,PAL,PASSERIFORMES,Fringillidae,Streaked Rosefinch
9656,Carpodacus rubicilla,PAL,PASSERIFORMES,Fringillidae,Great Rosefinch
9657,Carpodacus grandis,PAL,PASSERIFORMES,Fringillidae,Blyth's Rosefinch
9658,Carpodacus rhodochlamys,PAL,PASSERIFORMES,Fringillidae,Red-mantled Rosefinch
9659,Carpodacus pulcherrimus,"OR, PAL",PASSERIFORMES,Fringillidae,Himalayan Beautiful Rosefinch
9660,Carpodacus davidianus,PAL,PASSERIFORMES,Fringillidae,Chinese Beautiful Rosefinch
9661,Carpodacus waltoni,PAL,PASSERIFORMES,Fringillidae,Pink-rumped Rosefinch
9662,Carpodacus rodochroa,"PAL, OR",PASSERIFORMES,Fringillidae,Pink-browed Rosefinch
9663,Carpodacus edwardsii,"PAL, OR",PASSERIFORMES,Fringillidae,Dark-rumped Rosefinch
9664,Carpodacus rodopeplus,"PAL, OR",PASSERIFORMES,Fringillidae,Spot-winged Rosefinch
9665,Carpodacus verreauxii,PAL,PASSERIFORMES,Fringillidae,Sharpe's Rosefinch
9666,Carpodacus vinaceus,"PAL, OR",PASSERIFORMES,Fringillidae,Vinaceous Rosefinch
9667,Carpodacus formosanus,OR,PASSERIFORMES,Fringillidae,Taiwan Rosefinch
9668,Carpodacus synoicus,PAL,PASSERIFORMES,Fringillidae,Sinai Rosefinch
9669,Carpodacus stoliczkae,PAL,PASSERIFORMES,Fringillidae,Pale Rosefinch
9670,Carpodacus roborowskii,PAL,PASSERIFORMES,Fringillidae,Tibetan Rosefinch
9671,Carpodacus sillemi,PAL,PASSERIFORMES,Fringillidae,Sillem's Rosefinch
9672,Carpodacus sibiricus,PAL,PASSERIFORMES,Fringillidae,Siberian Long-tailed Rosefinch
9673,Carpodacus lepidus,PAL,PASSERIFORMES,Fringillidae,Chinese Long-tailed Rosefinch
9674,Carpodacus roseus,PAL,PASSERIFORMES,Fringillidae,Pallas's Rosefinch
9675,Carpodacus trifasciatus,PAL,PASSERIFORMES,Fringillidae,Three-banded Rosefinch
9676,Carpodacus thura,"PAL, OR",PASSERIFORMES,Fringillidae,Himalayan White-browed Rosefinch
9677,Carpodacus dubius,PAL,PASSERIFORMES,Fringillidae,Chinese White-browed Rosefinch
9678,Carpodacus puniceus,"PAL, OR",PASSERIFORMES,Fringillidae,Red-fronted Rosefinch
9679,Carpodacus subhimachalus,"PAL, OR",PASSERIFORMES,Fringillidae,Crimson-browed Finch
9680,Paroreomyza maculata,PO,PASSERIFORMES,Fringillidae,Oahu Alauahio
9681,Paroreomyza montana,PO,PASSERIFORMES,Fringillidae,Maui Alauahio
9682,Oreomystis bairdi,PO,PASSERIFORMES,Fringillidae,Akikiki
9683,Telespiza cantans,PO,PASSERIFORMES,Fringillidae,Laysan Finch
9684,Telespiza ultima,PO,PASSERIFORMES,Fringillidae,Nihoa Finch
9685,Loxioides bailleui,PO,PASSERIFORMES,Fringillidae,Palila
9686,Drepanis coccinea,PO,PASSERIFORMES,Fringillidae,Iiwi
9687,Palmeria dolei,PO,PASSERIFORMES,Fringillidae,Akohekohe
9688,Himatione sanguinea,PO,PASSERIFORMES,Fringillidae,Apapane
9689,Hemignathus hanapepe,PO,PASSERIFORMES,Fringillidae,Kauai Nukupuu
9690,Hemignathus affinis,PO,PASSERIFORMES,Fringillidae,Maui Nukupuu
9691,Hemignathus wilsoni,PO,PASSERIFORMES,Fringillidae,Akiapolaau
9692,Pseudonestor xanthophrys,PO,PASSERIFORMES,Fringillidae,Maui Parrotbill
9693,Magumma parva,PO,PASSERIFORMES,Fringillidae,Anianiau
9694,Loxops mana,PO,PASSERIFORMES,Fringillidae,Hawaii Creeper
9695,Loxops caeruleirostris,PO,PASSERIFORMES,Fringillidae,Akekee
9696,Loxops coccineus,PO,PASSERIFORMES,Fringillidae,Hawaii Akepa
9697,Loxops ochraceus,PO,PASSERIFORMES,Fringillidae,Maui Akepa
9698,Chlorodrepanis virens,PO,PASSERIFORMES,Fringillidae,Hawaii Amakihi
9699,Chlorodrepanis flava,PO,PASSERIFORMES,Fringillidae,Oahu Amakihi
9700,Chlorodrepanis stejnegeri,PO,PASSERIFORMES,Fringillidae,Kauai Amakihi
9701,Haemorhous mexicanus,"NA, MA",PASSERIFORMES,Fringillidae,House Finch
9702,Chloris chloris,PAL,PASSERIFORMES,Fringillidae,European Greenfinch
9703,Chloris sinica,"PAL, OR",PASSERIFORMES,Fringillidae,Grey-capped Greenfinch
9704,Chloris kittlitzi,PAL,PASSERIFORMES,Fringillidae,Bonin Greenfinch
9705,Chloris spinoides,OR,PASSERIFORMES,Fringillidae,Yellow-breasted Greenfinch
9706,Chloris monguilloti,OR,PASSERIFORMES,Fringillidae,Vietnamese Greenfinch
9707,Chloris ambigua,OR,PASSERIFORMES,Fringillidae,Black-headed Greenfinch
9708,Rhodospiza obsoleta,PAL,PASSERIFORMES,Fringillidae,Desert Finch
9709,Rhynchostruthus socotranus,AF,PASSERIFORMES,Fringillidae,Socotra Golden-winged Grosbeak
9710,Rhynchostruthus percivali,PAL,PASSERIFORMES,Fringillidae,Arabian Golden-winged Grosbeak
9711,Rhynchostruthus louisae,AF,PASSERIFORMES,Fringillidae,Somali Golden-winged Grosbeak
9712,Linurgus olivaceus,AF,PASSERIFORMES,Fringillidae,Oriole Finch
9713,Crithagra rufobrunnea,AF,PASSERIFORMES,Fringillidae,Principe Seedeater
9714,Crithagra concolor,AF,PASSERIFORMES,Fringillidae,Sao Tome Grosbeak
9715,Crithagra citrinelloides,AF,PASSERIFORMES,Fringillidae,African Citril
9716,Crithagra frontalis,AF,PASSERIFORMES,Fringillidae,Western Citril
9717,Crithagra hyposticta,AF,PASSERIFORMES,Fringillidae,Southern Citril
9718,Crithagra capistrata,AF,PASSERIFORMES,Fringillidae,Black-faced Canary
9719,Crithagra koliensis,AF,PASSERIFORMES,Fringillidae,Papyrus Canary
9720,Crithagra scotops,AF,PASSERIFORMES,Fringillidae,Forest Canary
9721,Crithagra leucopygia,AF,PASSERIFORMES,Fringillidae,White-rumped Seedeater
9722,Crithagra atrogularis,AF,PASSERIFORMES,Fringillidae,Black-throated Canary
9723,Crithagra xanthopygia,AF,PASSERIFORMES,Fringillidae,Yellow-rumped Seedeater
9724,Crithagra reichenowi,AF,PASSERIFORMES,Fringillidae,Reichenow's Seedeater
9725,Crithagra rothschildi,PAL,PASSERIFORMES,Fringillidae,Arabian Serin
9726,Crithagra flavigula,AF,PASSERIFORMES,Fringillidae,Yellow-throated Seedeater
9727,Crithagra xantholaema,AF,PASSERIFORMES,Fringillidae,Salvadori's Seedeater
9728,Crithagra citrinipectus,AF,PASSERIFORMES,Fringillidae,Lemon-breasted Canary
9729,Crithagra mozambica,AF,PASSERIFORMES,Fringillidae,Yellow-fronted Canary
9730,Crithagra dorsostriata,AF,PASSERIFORMES,Fringillidae,White-bellied Canary
9731,Crithagra ankoberensis,AF,PASSERIFORMES,Fringillidae,Ankober Serin
9732,Crithagra menachensis,PAL,PASSERIFORMES,Fringillidae,Yemen Serin
9733,Crithagra totta,AF,PASSERIFORMES,Fringillidae,Cape Siskin
9734,Crithagra symonsi,AF,PASSERIFORMES,Fringillidae,Drakensberg Siskin
9735,Crithagra donaldsoni,AF,PASSERIFORMES,Fringillidae,Northern Grosbeak-Canary
9736,Crithagra buchanani,AF,PASSERIFORMES,Fringillidae,Southern Grosbeak-Canary
9737,Crithagra flaviventris,AF,PASSERIFORMES,Fringillidae,Yellow Canary
9738,Crithagra sulphurata,AF,PASSERIFORMES,Fringillidae,Brimstone Canary
9739,Crithagra striatipectus,AF,PASSERIFORMES,Fringillidae,Stripe-breasted Seedeater
9740,Crithagra reichardi,AF,PASSERIFORMES,Fringillidae,Reichard's Seedeater
9741,Crithagra gularis,AF,PASSERIFORMES,Fringillidae,Streaky-headed Seedeater
9742,Crithagra canicapilla,AF,PASSERIFORMES,Fringillidae,West African Seedeater
9743,Crithagra mennelli,AF,PASSERIFORMES,Fringillidae,Black-eared Seedeater
9744,Crithagra tristriata,AF,PASSERIFORMES,Fringillidae,Brown-rumped Seedeater
9745,Crithagra albogularis,AF,PASSERIFORMES,Fringillidae,White-throated Canary
9746,Crithagra burtoni,AF,PASSERIFORMES,Fringillidae,Thick-billed Seedeater
9747,Crithagra striolata,AF,PASSERIFORMES,Fringillidae,Streaky Seedeater
9748,Crithagra whytii,AF,PASSERIFORMES,Fringillidae,Yellow-browed Seedeater
9749,Crithagra melanochroa,AF,PASSERIFORMES,Fringillidae,Kipengere Seedeater
9750,Crithagra leucoptera,AF,PASSERIFORMES,Fringillidae,Protea Canary
9751,Linaria flavirostris,PAL,PASSERIFORMES,Fringillidae,Twite
9752,Linaria cannabina,PAL,PASSERIFORMES,Fringillidae,Common Linnet
9753,Linaria yemenensis,PAL,PASSERIFORMES,Fringillidae,Yemen Linnet
9754,Linaria johannis,AF,PASSERIFORMES,Fringillidae,Warsangli Linnet
9755,Acanthis flammea,"PAL, NA",PASSERIFORMES,Fringillidae,Common Redpoll
9756,Acanthis cabaret,PAL,PASSERIFORMES,Fringillidae,Lesser Redpoll
9757,Acanthis hornemanni,"PAL, NA",PASSERIFORMES,Fringillidae,Arctic Redpoll
9758,Loxia pytyopsittacus,PAL,PASSERIFORMES,Fringillidae,Parrot Crossbill
9759,Loxia scotica,PAL,PASSERIFORMES,Fringillidae,Scottish Crossbill
9760,Loxia curvirostra,"PAL, OR, NA, MA",PASSERIFORMES,Fringillidae,Red Crossbill
9761,Loxia leucoptera,"PAL, NA",PASSERIFORMES,Fringillidae,Two-barred Crossbill
9762,Chrysocorythus estherae,"OR, AU",PASSERIFORMES,Fringillidae,Kenari melayu
9763,Chrysocorythus mindanensis,OR,PASSERIFORMES,Fringillidae,Mindanao Serin
9764,Carduelis carduelis,PAL,PASSERIFORMES,Fringillidae,European Goldfinch
9765,Carduelis citrinella,PAL,PASSERIFORMES,Fringillidae,Citril Finch
9766,Carduelis corsicana,PAL,PASSERIFORMES,Fringillidae,Corsican Finch
9767,Serinus pusillus,PAL,PASSERIFORMES,Fringillidae,Red-fronted Serin
9768,Serinus serinus,"PAL, AF",PASSERIFORMES,Fringillidae,European Serin
9769,Serinus syriacus,"PAL, AF",PASSERIFORMES,Fringillidae,Syrian Serin
9770,Serinus canaria,AF,PASSERIFORMES,Fringillidae,Atlantic Canary
9771,Serinus canicollis,AF,PASSERIFORMES,Fringillidae,Cape Canary
9772,Serinus flavivertex,AF,PASSERIFORMES,Fringillidae,Yellow-crowned Canary
9773,Serinus nigriceps,AF,PASSERIFORMES,Fringillidae,Ethiopian Siskin
9774,Serinus alario,AF,PASSERIFORMES,Fringillidae,Black-headed Canary
9775,Spinus thibetanus,OR,PASSERIFORMES,Fringillidae,Tibetan Serin
9776,Spinus lawrencei,"NA, MA",PASSERIFORMES,Fringillidae,Lawrence's Goldfinch
9777,Spinus tristis,"NA, MA",PASSERIFORMES,Fringillidae,American Goldfinch
9778,Spinus psaltria,"NA, MA, SA",PASSERIFORMES,Fringillidae,Lesser Goldfinch
9779,Spinus spinus,PAL,PASSERIFORMES,Fringillidae,Eurasian Siskin
9780,Spinus pinus,"NA, MA",PASSERIFORMES,Fringillidae,Pine Siskin
9781,Spinus atriceps,MA,PASSERIFORMES,Fringillidae,Black-capped Siskin
9782,Spinus notatus,MA,PASSERIFORMES,Fringillidae,Black-headed Siskin
9783,Spinus barbatus,SA,PASSERIFORMES,Fringillidae,Black-chinned Siskin
9784,Spinus xanthogastrus,"MA, SA",PASSERIFORMES,Fringillidae,Yellow-bellied Siskin
9785,Spinus olivaceus,SA,PASSERIFORMES,Fringillidae,Olivaceous Siskin
9786,Spinus magellanicus,SA,PASSERIFORMES,Fringillidae,Hooded Siskin
9787,Spinus siemiradzkii,SA,PASSERIFORMES,Fringillidae,Saffron Siskin
9788,Spinus yarrellii,SA,PASSERIFORMES,Fringillidae,Yellow-faced Siskin
9789,Spinus cucullatus,SA,PASSERIFORMES,Fringillidae,Red Siskin
9790,Spinus atratus,SA,PASSERIFORMES,Fringillidae,Black Siskin
9791,Spinus uropygialis,SA,PASSERIFORMES,Fringillidae,Yellow-rumped Siskin
9792,Spinus crassirostris,SA,PASSERIFORMES,Fringillidae,Thick-billed Siskin
9793,Spinus spinescens,SA,PASSERIFORMES,Fringillidae,Andean Siskin
9794,Chlorophonia elegantissima,MA,PASSERIFORMES,Fringillidae,Elegant Euphonia
9795,Chlorophonia cyanocephala,SA,PASSERIFORMES,Fringillidae,Golden-rumped Euphonia
9796,Chlorophonia cyanea,SA,PASSERIFORMES,Fringillidae,Blue-naped Chlorophonia
9797,Chlorophonia pyrrhophrys,SA,PASSERIFORMES,Fringillidae,Chestnut-breasted Chlorophonia
9798,Chlorophonia flavirostris,SA,PASSERIFORMES,Fringillidae,Yellow-collared Chlorophonia
9799,Chlorophonia occipitalis,MA,PASSERIFORMES,Fringillidae,Blue-crowned Chlorophonia
9800,Chlorophonia callophrys,MA,PASSERIFORMES,Fringillidae,Golden-browed Chlorophonia
9801,Euphonia saturata,SA,PASSERIFORMES,Fringillidae,Orange-crowned Euphonia
9802,Euphonia plumbea,SA,PASSERIFORMES,Fringillidae,Plumbeous Euphonia
9803,Euphonia chlorotica,SA,PASSERIFORMES,Fringillidae,Purple-throated Euphonia
9804,Euphonia finschi,SA,PASSERIFORMES,Fringillidae,Finsch's Euphonia
9805,Euphonia concinna,SA,PASSERIFORMES,Fringillidae,Velvet-fronted Euphonia
9806,Euphonia trinitatis,SA,PASSERIFORMES,Fringillidae,Trinidad Euphonia
9807,Euphonia godmani,MA,PASSERIFORMES,Fringillidae,West Mexican Euphonia
9808,Euphonia affinis,MA,PASSERIFORMES,Fringillidae,Scrub Euphonia
9809,Euphonia luteicapilla,MA,PASSERIFORMES,Fringillidae,Yellow-crowned Euphonia
9810,Euphonia chrysopasta,SA,PASSERIFORMES,Fringillidae,White-lored Euphonia
9811,Euphonia minuta,"MA, SA",PASSERIFORMES,Fringillidae,White-vented Euphonia
9812,Euphonia chalybea,SA,PASSERIFORMES,Fringillidae,Green-chinned Euphonia
9813,Euphonia violacea,SA,PASSERIFORMES,Fringillidae,Violaceous Euphonia
9814,Euphonia hirundinacea,MA,PASSERIFORMES,Fringillidae,Yellow-throated Euphonia
9815,Euphonia laniirostris,"MA, SA",PASSERIFORMES,Fringillidae,Thick-billed Euphonia
9816,Euphonia imitans,MA,PASSERIFORMES,Fringillidae,Spot-crowned Euphonia
9817,Euphonia gouldi,MA,PASSERIFORMES,Fringillidae,Olive-backed Euphonia
9818,Euphonia fulvicrissa,"MA, SA",PASSERIFORMES,Fringillidae,Fulvous-vented Euphonia
9819,Euphonia anneae,"MA, SA",PASSERIFORMES,Fringillidae,Tawny-capped Euphonia
9820,Euphonia xanthogaster,"MA, SA",PASSERIFORMES,Fringillidae,Orange-bellied Euphonia
9821,Euphonia mesochrysa,SA,PASSERIFORMES,Fringillidae,Bronze-green Euphonia
9822,Euphonia cayennensis,SA,PASSERIFORMES,Fringillidae,Golden-sided Euphonia
9823,Euphonia rufiventris,SA,PASSERIFORMES,Fringillidae,Rufous-bellied Euphonia
9824,Euphonia pectoralis,SA,PASSERIFORMES,Fringillidae,Chestnut-bellied Euphonia
9825,Calcarius lapponicus,"NA, PAL",PASSERIFORMES,Calcariidae,Lapland Longspur
9826,Plectrophenax nivalis,"NA, PAL",PASSERIFORMES,Calcariidae,Snow Bunting
9827,Rhodinocichla rosea,"MA, SA",PASSERIFORMES,Rhodinocichlidae,Rosy Thrush-tanager
9828,Emberiza lathami,OR,PASSERIFORMES,Emberizidae,Crested Bunting
9829,Emberiza siemsseni,PAL,PASSERIFORMES,Emberizidae,Slaty Bunting
9830,Emberiza calandra,PAL,PASSERIFORMES,Emberizidae,Corn Bunting
9831,Emberiza citrinella,PAL,PASSERIFORMES,Emberizidae,Yellowhammer
9832,Emberiza leucocephalos,PAL,PASSERIFORMES,Emberizidae,Pine Bunting
9833,Emberiza cia,PAL,PASSERIFORMES,Emberizidae,Rock Bunting
9834,Emberiza godlewskii,PAL,PASSERIFORMES,Emberizidae,Godlewski's Bunting
9835,Emberiza cioides,PAL,PASSERIFORMES,Emberizidae,Meadow Bunting
9836,Emberiza stewarti,OR,PASSERIFORMES,Emberizidae,White-capped Bunting
9837,Emberiza jankowskii,PAL,PASSERIFORMES,Emberizidae,Jankowski's Bunting
9838,Emberiza buchanani,PAL,PASSERIFORMES,Emberizidae,Grey-necked Bunting
9839,Emberiza cineracea,PAL,PASSERIFORMES,Emberizidae,Cinereous Bunting
9840,Emberiza hortulana,PAL,PASSERIFORMES,Emberizidae,Ortolan Bunting
9841,Emberiza caesia,PAL,PASSERIFORMES,Emberizidae,Cretzschmar's Bunting
9842,Emberiza cirlus,"PAL, AF",PASSERIFORMES,Emberizidae,Cirl Bunting
9843,Emberiza striolata,"PAL, AF",PASSERIFORMES,Emberizidae,Striolated Bunting
9844,Emberiza sahari,AF,PASSERIFORMES,Emberizidae,House Bunting
9845,Emberiza impetuani,AF,PASSERIFORMES,Emberizidae,Lark-like Bunting
9846,Emberiza tahapisi,AF,PASSERIFORMES,Emberizidae,Cinnamon-breasted Bunting
9847,Emberiza goslingi,AF,PASSERIFORMES,Emberizidae,Gosling's Bunting
9848,Emberiza socotrana,AF,PASSERIFORMES,Emberizidae,Socotra Bunting
9849,Emberiza capensis,AF,PASSERIFORMES,Emberizidae,Cape Bunting
9850,Emberiza tristrami,PAL,PASSERIFORMES,Emberizidae,Tristram's Bunting
9851,Emberiza fucata,PAL,PASSERIFORMES,Emberizidae,Chestnut-eared Bunting
9852,Emberiza pusilla,PAL,PASSERIFORMES,Emberizidae,Little Bunting
9853,Emberiza chrysophrys,PAL,PASSERIFORMES,Emberizidae,Yellow-browed Bunting
9854,Emberiza rustica,PAL,PASSERIFORMES,Emberizidae,Rustic Bunting
9855,Emberiza elegans,PAL,PASSERIFORMES,Emberizidae,Yellow-throated Bunting
9856,Emberiza aureola,PAL,PASSERIFORMES,Emberizidae,Yellow-breasted Bunting
9857,Emberiza poliopleura,AF,PASSERIFORMES,Emberizidae,Somali Bunting
9858,Emberiza flaviventris,AF,PASSERIFORMES,Emberizidae,Golden-breasted Bunting
9859,Emberiza affinis,AF,PASSERIFORMES,Emberizidae,Brown-rumped Bunting
9860,Emberiza cabanisi,AF,PASSERIFORMES,Emberizidae,Cabanis's Bunting
9861,Emberiza rutila,PAL,PASSERIFORMES,Emberizidae,Chestnut Bunting
9862,Emberiza koslowi,PAL,PASSERIFORMES,Emberizidae,Tibetan Bunting
9863,Emberiza melanocephala,PAL,PASSERIFORMES,Emberizidae,Black-headed Bunting
9864,Emberiza bruniceps,PAL,PASSERIFORMES,Emberizidae,Red-headed Bunting
9865,Emberiza sulphurata,PAL,PASSERIFORMES,Emberizidae,Yellow Bunting
9866,Emberiza spodocephala,PAL,PASSERIFORMES,Emberizidae,Black-faced Bunting
