,IOC,Breeding Range,Order,Family,Norwegian
9726,Crithagra flavigula,AF,PASSERIFORMES,Fringillidae,gulstrupeirisk
9727,Crithagra xantholaema,AF,PASSERIFORMES,Fringillidae,oromoirisk
9728,Crithagra citrinipectus,AF,PASSERIFORMES,Fringillidae,sitronbrystirisk
9729,Crithagra mozambica,AF,PASSERIFORMES,Fringillidae,savanneirisk
9730,Crithagra dorsostriata,AF,PASSERIFORMES,Fringillidae,hvitbukirisk
9731,Crithagra ankoberensis,AF,PASSERIFORMES,Fringillidae,klippeirisk
9732,Crithagra menachensis,PAL,PASSERIFORMES,Fringillidae,jemenirisk
9733,Crithagra totta,AF,PASSERIFORMES,Fringillidae,kappirisk
9734,Crithagra symonsi,AF,PASSERIFORMES,Fringillidae,drakensbergirisk
9735,Crithagra donaldsoni,AF,PASSERIFORMES,Fringillidae,somaliirisk
9736,Crithagra buchanani,AF,PASSERIFORMES,Fringillidae,masaiirisk
9737,Crithagra flaviventris,AF,PASSERIFORMES,Fringillidae,gulbukirisk
9738,Crithagra sulphurata,AF,PASSERIFORMES,Fringillidae,svovelirisk
9739,Crithagra striatipectus,AF,PASSERIFORMES,Fringillidae,Stripe-breasted Seedeater
9740,Crithagra reichardi,AF,PASSERIFORMES,Fringillidae,bantuirisk
9741,Crithagra gularis,AF,PASSERIFORMES,Fringillidae,stripehodeirisk
9742,Crithagra canicapilla,AF,PASSERIFORMES,Fringillidae,guineairisk
9743,Crithagra mennelli,AF,PASSERIFORMES,Fringillidae,svartkinnirisk
9744,Crithagra tristriata,AF,PASSERIFORMES,Fringillidae,hvitbrynirisk
9745,Crithagra albogularis,AF,PASSERIFORMES,Fringillidae,hvitstrupeirisk
9746,Crithagra burtoni,AF,PASSERIFORMES,Fringillidae,tykknebbirisk
9747,Crithagra striolata,AF,PASSERIFORMES,Fringillidae,stripeirisk
9748,Crithagra whytii,AF,PASSERIFORMES,Fringillidae,gulbrynirisk
9749,Crithagra melanochroa,AF,PASSERIFORMES,Fringillidae,kipengereirisk
9750,Crithagra leucoptera,AF,PASSERIFORMES,Fringillidae,proteairisk
9751,Linaria flavirostris,PAL,PASSERIFORMES,Fringillidae,bergirisk
9752,Linaria cannabina,PAL,PASSERIFORMES,Fringillidae,tornirisk
9753,Linaria yemenensis,PAL,PASSERIFORMES,Fringillidae,gråhodesisik
9754,Linaria johannis,AF,PASSERIFORMES,Fringillidae,rustgumpsisik
9755,Acanthis flammea,"PAL, NA",PASSERIFORMES,Fringillidae,gråsisik
9756,Acanthis cabaret,PAL,PASSERIFORMES,Fringillidae,brunsisik
9757,Acanthis hornemanni,"PAL, NA",PASSERIFORMES,Fringillidae,polarsisik
9758,Loxia pytyopsittacus,PAL,PASSERIFORMES,Fringillidae,furukorsnebb
9759,Loxia scotica,PAL,PASSERIFORMES,Fringillidae,skottekorsnebb
9760,Loxia curvirostra,"PAL, OR, NA, MA",PASSERIFORMES,Fringillidae,grankorsnebb
9761,Loxia leucoptera,"PAL, NA",PASSERIFORMES,Fringillidae,båndkorsnebb
9762,Chrysocorythus estherae,"OR, AU",PASSERIFORMES,Fringillidae,lyngirisk
9763,Chrysocorythus mindanensis,OR,PASSERIFORMES,Fringillidae,Mindanao Serin
9764,Carduelis carduelis,PAL,PASSERIFORMES,Fringillidae,stillits
9765,Carduelis citrinella,PAL,PASSERIFORMES,Fringillidae,sitronirisk
9766,Carduelis corsicana,PAL,PASSERIFORMES,Fringillidae,korsikairisk
9767,Serinus pusillus,PAL,PASSERIFORMES,Fringillidae,rødpanneirisk
9768,Serinus serinus,"PAL, AF",PASSERIFORMES,Fringillidae,gulirisk
9769,Serinus syriacus,"PAL, AF",PASSERIFORMES,Fringillidae,syriairisk
9770,Serinus canaria,AF,PASSERIFORMES,Fringillidae,kanariirisk
9771,Serinus canicollis,AF,PASSERIFORMES,Fringillidae,krattirisk
9772,Serinus flavivertex,AF,PASSERIFORMES,Fringillidae,gulkroneirisk
9773,Serinus nigriceps,AF,PASSERIFORMES,Fringillidae,svarthetteirisk
9774,Serinus alario,AF,PASSERIFORMES,Fringillidae,svarthodeirisk
9775,Spinus thibetanus,OR,PASSERIFORMES,Fringillidae,tibetirisk
9776,Spinus lawrencei,"NA, MA",PASSERIFORMES,Fringillidae,gråstillits
9777,Spinus tristis,"NA, MA",PASSERIFORMES,Fringillidae,gulstillits
9778,Spinus psaltria,"NA, MA, SA",PASSERIFORMES,Fringillidae,småstillits
9779,Spinus spinus,PAL,PASSERIFORMES,Fringillidae,grønnsisik
9780,Spinus pinus,"NA, MA",PASSERIFORMES,Fringillidae,stripesisik
9781,Spinus atriceps,MA,PASSERIFORMES,Fringillidae,svartkronesisik
9782,Spinus notatus,MA,PASSERIFORMES,Fringillidae,svarthodesisik
9783,Spinus barbatus,SA,PASSERIFORMES,Fringillidae,sørsisik
9784,Spinus xanthogastrus,"MA, SA",PASSERIFORMES,Fringillidae,gulbuksisik
9785,Spinus olivaceus,SA,PASSERIFORMES,Fringillidae,olivensisik
9786,Spinus magellanicus,SA,PASSERIFORMES,Fringillidae,hettesisik
9787,Spinus siemiradzkii,SA,PASSERIFORMES,Fringillidae,safransisik
9788,Spinus yarrellii,SA,PASSERIFORMES,Fringillidae,brasilsisik
9789,Spinus cucullatus,SA,PASSERIFORMES,Fringillidae,rødsisik
9790,Spinus atratus,SA,PASSERIFORMES,Fringillidae,svartsisik
9791,Spinus uropygialis,SA,PASSERIFORMES,Fringillidae,busksisik
9792,Spinus crassirostris,SA,PASSERIFORMES,Fringillidae,tykknebbsisik
9793,Spinus spinescens,SA,PASSERIFORMES,Fringillidae,paramosisik
9794,Chlorophonia elegantissima,MA,PASSERIFORMES,Fringillidae,fagereufonia
9795,Chlorophonia cyanocephala,SA,PASSERIFORMES,Fringillidae,gyllengumpeufonia
9796,Chlorophonia cyanea,SA,PASSERIFORMES,Fringillidae,blånakkeklorofonia
9797,Chlorophonia pyrrhophrys,SA,PASSERIFORMES,Fringillidae,praktklorofonia
9798,Chlorophonia flavirostris,SA,PASSERIFORMES,Fringillidae,gulnakkeklorofonia
9799,Chlorophonia occipitalis,MA,PASSERIFORMES,Fringillidae,blåisseklorofonia
9800,Chlorophonia callophrys,MA,PASSERIFORMES,Fringillidae,gulbrynklorofonia
9801,Euphonia saturata,SA,PASSERIFORMES,Fringillidae,oransjekroneeufonia
9802,Euphonia plumbea,SA,PASSERIFORMES,Fringillidae,blyeufonia
9803,Euphonia chlorotica,SA,PASSERIFORMES,Fringillidae,purpurstrupeeufonia
9804,Euphonia finschi,SA,PASSERIFORMES,Fringillidae,guyanaeufonia
9805,Euphonia concinna,SA,PASSERIFORMES,Fringillidae,magdalenaeufonia
9806,Euphonia trinitatis,SA,PASSERIFORMES,Fringillidae,venezuelaeufonia
9807,Euphonia godmani,MA,PASSERIFORMES,Fringillidae,West Mexican Euphonia
9808,Euphonia affinis,MA,PASSERIFORMES,Fringillidae,kratteufonia
9809,Euphonia luteicapilla,MA,PASSERIFORMES,Fringillidae,gulkroneeufonia
9810,Euphonia chrysopasta,SA,PASSERIFORMES,Fringillidae,hvitmaskeeufonia
9811,Euphonia minuta,"MA, SA",PASSERIFORMES,Fringillidae,hvitgumpeufonia
9812,Euphonia chalybea,SA,PASSERIFORMES,Fringillidae,ståleufonia
9813,Euphonia violacea,SA,PASSERIFORMES,Fringillidae,fioleufonia
9814,Euphonia hirundinacea,MA,PASSERIFORMES,Fringillidae,gulstrupeeufonia
9815,Euphonia laniirostris,"MA, SA",PASSERIFORMES,Fringillidae,tykknebbeufonia
9816,Euphonia imitans,MA,PASSERIFORMES,Fringillidae,smusskroneeufonia
9817,Euphonia gouldi,MA,PASSERIFORMES,Fringillidae,grønneufonia
9818,Euphonia fulvicrissa,"MA, SA",PASSERIFORMES,Fringillidae,brungumpeufonia
9819,Euphonia anneae,"MA, SA",PASSERIFORMES,Fringillidae,rustkroneeufonia
9820,Euphonia xanthogaster,"MA, SA",PASSERIFORMES,Fringillidae,gyllenbukeufonia
9821,Euphonia mesochrysa,SA,PASSERIFORMES,Fringillidae,andeseufonia
9822,Euphonia cayennensis,SA,PASSERIFORMES,Fringillidae,gullflekkeufonia
9823,Euphonia rufiventris,SA,PASSERIFORMES,Fringillidae,rustbukeufonia
9824,Euphonia pectoralis,SA,PASSERIFORMES,Fringillidae,kastanjebukeufonia
9825,Calcarius lapponicus,"NA, PAL",PASSERIFORMES,Calcariidae,lappspurv
9826,Plectrophenax nivalis,"NA, PAL",PASSERIFORMES,Calcariidae,snøspurv
9827,Rhodinocichla rosea,"MA, SA",PASSERIFORMES,Rhodinocichlidae,rosentanagar
9828,Emberiza lathami,OR,PASSERIFORMES,Emberizidae,toppspurv
9829,Emberiza siemsseni,PAL,PASSERIFORMES,Emberizidae,skiferspurv
9830,Emberiza calandra,PAL,PASSERIFORMES,Emberizidae,kornspurv
9831,Emberiza citrinella,PAL,PASSERIFORMES,Emberizidae,gulspurv
9832,Emberiza leucocephalos,PAL,PASSERIFORMES,Emberizidae,hvithodespurv
9833,Emberiza cia,PAL,PASSERIFORMES,Emberizidae,klippespurv
9834,Emberiza godlewskii,PAL,PASSERIFORMES,Emberizidae,lispurv
9835,Emberiza cioides,PAL,PASSERIFORMES,Emberizidae,engspurv
9836,Emberiza stewarti,OR,PASSERIFORMES,Emberizidae,kalkhettespurv
9837,Emberiza jankowskii,PAL,PASSERIFORMES,Emberizidae,mandsjuriaspurv
9838,Emberiza buchanani,PAL,PASSERIFORMES,Emberizidae,rødbrystspurv
9839,Emberiza cineracea,PAL,PASSERIFORMES,Emberizidae,tyrkerspurv
9840,Emberiza hortulana,PAL,PASSERIFORMES,Emberizidae,hortulan
9841,Emberiza caesia,PAL,PASSERIFORMES,Emberizidae,rustspurv
9842,Emberiza cirlus,"PAL, AF",PASSERIFORMES,Emberizidae,hekkspurv
9843,Emberiza striolata,"PAL, AF",PASSERIFORMES,Emberizidae,ravinespurv
9844,Emberiza sahari,AF,PASSERIFORMES,Emberizidae,husspurv
9845,Emberiza impetuani,AF,PASSERIFORMES,Emberizidae,nomadespurv
9846,Emberiza tahapisi,AF,PASSERIFORMES,Emberizidae,sebraspurv
9847,Emberiza goslingi,AF,PASSERIFORMES,Emberizidae,askestrupespurv
9848,Emberiza socotrana,AF,PASSERIFORMES,Emberizidae,granittspurv
9849,Emberiza capensis,AF,PASSERIFORMES,Emberizidae,kappspurv
9850,Emberiza tristrami,PAL,PASSERIFORMES,Emberizidae,amurspurv
9851,Emberiza fucata,PAL,PASSERIFORMES,Emberizidae,rødkinnspurv
9852,Emberiza pusilla,PAL,PASSERIFORMES,Emberizidae,dvergspurv
9853,Emberiza chrysophrys,PAL,PASSERIFORMES,Emberizidae,gulbrynspurv
9854,Emberiza rustica,PAL,PASSERIFORMES,Emberizidae,vierspurv
9855,Emberiza elegans,PAL,PASSERIFORMES,Emberizidae,gulstrupespurv
9856,Emberiza aureola,PAL,PASSERIFORMES,Emberizidae,sibirspurv
9857,Emberiza poliopleura,AF,PASSERIFORMES,Emberizidae,gråsidespurv
9858,Emberiza flaviventris,AF,PASSERIFORMES,Emberizidae,gullbrystspurv
9859,Emberiza affinis,AF,PASSERIFORMES,Emberizidae,brungumpspurv
9860,Emberiza cabanisi,AF,PASSERIFORMES,Emberizidae,gulbukspurv
9861,Emberiza rutila,PAL,PASSERIFORMES,Emberizidae,kastanjespurv
9862,Emberiza koslowi,PAL,PASSERIFORMES,Emberizidae,tibetspurv
9863,Emberiza melanocephala,PAL,PASSERIFORMES,Emberizidae,svarthodespurv
9864,Emberiza bruniceps,PAL,PASSERIFORMES,Emberizidae,brunhodespurv
9865,Emberiza sulphurata,PAL,PASSERIFORMES,Emberizidae,svovelspurv
9866,Emberiza spodocephala,PAL,PASSERIFORMES,Emberizidae,gråhodespurv
9867,Emberiza personata,PAL,PASSERIFORMES,Emberizidae,Masked Bunting
9868,Emberiza variabilis,PAL,PASSERIFORMES,Emberizidae,sotspurv
9869,Emberiza pallasi,PAL,PASSERIFORMES,Emberizidae,krattspurv
9870,Emberiza yessoensis,PAL,PASSERIFORMES,Emberizidae,myrspurv
9871,Emberiza schoeniclus,PAL,PASSERIFORMES,Emberizidae,sivspurv
9872,Oreothraupis arremonops,SA,PASSERIFORMES,Passerellidae,tanagarspurv
9873,Chlorospingus flavigularis,"MA, SA",PASSERIFORMES,Passerellidae,gulhaketanagarspurv
9874,Chlorospingus parvirostris,SA,PASSERIFORMES,Passerellidae,gulskjeggtanagarspurv
9875,Chlorospingus canigularis,"MA, SA",PASSERIFORMES,Passerellidae,gråstrupetanagarspurv
9876,Chlorospingus pileatus,MA,PASSERIFORMES,Passerellidae,bredbryntanagarspurv
9877,Chlorospingus flavopectus,"MA, SA",PASSERIFORMES,Passerellidae,busktanagarspurv
9878,Chlorospingus tacarcunae,"MA, SA",PASSERIFORMES,Passerellidae,tacarcunatanagarspurv
9879,Chlorospingus inornatus,MA,PASSERIFORMES,Passerellidae,pirretanagarspurv
9880,Chlorospingus semifuscus,SA,PASSERIFORMES,Passerellidae,gråbrysttanagarspurv
9881,Rhynchospiza stolzmanni,SA,PASSERIFORMES,Passerellidae,tumbesspurv
9882,Rhynchospiza dabbenei,SA,PASSERIFORMES,Passerellidae,Yungas Sparrow
9883,Rhynchospiza strigiceps,SA,PASSERIFORMES,Passerellidae,stripekronespurv
9884,Peucaea carpalis,"NA, MA",PASSERIFORMES,Passerellidae,tornspurv
9885,Peucaea sumichrasti,MA,PASSERIFORMES,Passerellidae,kanelhalespurv
9886,Peucaea ruficauda,MA,PASSERIFORMES,Passerellidae,stripehodespurv
9887,Peucaea humeralis,MA,PASSERIFORMES,Passerellidae,beltespurv
9888,Peucaea mystacalis,MA,PASSERIFORMES,Passerellidae,tøylespurv
9889,Peucaea botterii,"NA, MA",PASSERIFORMES,Passerellidae,mestisspurv
9890,Peucaea cassinii,"NA, MA",PASSERIFORMES,Passerellidae,apasjespurv
9891,Ammodramus savannarum,"NA, MA",PASSERIFORMES,Passerellidae,gresshoppespurv
9892,Ammodramus humeralis,SA,PASSERIFORMES,Passerellidae,camposspurv
9893,Ammodramus aurifrons,SA,PASSERIFORMES,Passerellidae,gulmaskespurv
9894,Arremonops rufivirgatus,"NA, MA",PASSERIFORMES,Passerellidae,olivenspurv
9895,Arremonops chloronotus,MA,PASSERIFORMES,Passerellidae,grønnryggspurv
9896,Arremonops conirostris,"MA, SA",PASSERIFORMES,Passerellidae,akselerandospurv
9897,Arremonops tocuyensis,SA,PASSERIFORMES,Passerellidae,tocuyospurv
9898,Amphispizopsis quinquestriata,MA,PASSERIFORMES,Passerellidae,sonoraspurv
9899,Amphispiza bilineata,"NA, MA",PASSERIFORMES,Passerellidae,svartstrupespurv
9900,Spizella passerina,"NA, MA",PASSERIFORMES,Passerellidae,brunissespurv
9901,Spizella atrogularis,"NA, MA",PASSERIFORMES,Passerellidae,svarthakespurv
9902,Spizella wortheni,MA,PASSERIFORMES,Passerellidae,einerspurv
9903,Arremon basilicus,SA,PASSERIFORMES,Passerellidae,arhuacokjerrspurv
9904,Arremon perijanus,SA,PASSERIFORMES,Passerellidae,perijakjerrspurv
9905,Arremon costaricensis,MA,PASSERIFORMES,Passerellidae,costaricakjerrspurv
9906,Arremon atricapillus,"MA, SA",PASSERIFORMES,Passerellidae,svarthettekjerrspurv
9907,Arremon phaeopleurus,SA,PASSERIFORMES,Passerellidae,mirandakjerrspurv
9908,Arremon phygas,SA,PASSERIFORMES,Passerellidae,kortbrynkjerrspurv
9909,Arremon assimilis,SA,PASSERIFORMES,Passerellidae,gråbrynkjerrspurv
9910,Arremon torquatus,SA,PASSERIFORMES,Passerellidae,hvitbrynkjerrspurv
9911,Arremon aurantiirostris,"MA, SA",PASSERIFORMES,Passerellidae,oransjenebbspurv
9912,Arremon abeillei,SA,PASSERIFORMES,Passerellidae,svartkronespurv
9913,Arremon schlegeli,SA,PASSERIFORMES,Passerellidae,sadelspurv
9914,Arremon taciturnus,SA,PASSERIFORMES,Passerellidae,gulknokespurv
9915,Arremon franciscanus,SA,PASSERIFORMES,Passerellidae,caatingaspurv
9916,Arremon semitorquatus,SA,PASSERIFORMES,Passerellidae,svartflekkspurv
9917,Arremon dorbignii,SA,PASSERIFORMES,Passerellidae,Moss-backed Sparrow
9918,Arremon flavirostris,SA,PASSERIFORMES,Passerellidae,safrannebbspurv
9919,Arremon virenticeps,MA,PASSERIFORMES,Passerellidae,grønnkronekjerrspurv
9920,Arremon brunneinucha,"MA, SA",PASSERIFORMES,Passerellidae,brunissekjerrspurv
9921,Arremon crassirostris,MA,PASSERIFORMES,Passerellidae,hvitskjeggspurv
9922,Arremon castaneiceps,SA,PASSERIFORMES,Passerellidae,kastanjekronespurv
9923,Junco vulcani,MA,PASSERIFORMES,Passerellidae,vulkanjunko
9924,Junco insularis,MA,PASSERIFORMES,Passerellidae,guadalupejunko
9925,Junco hyemalis,"NA, MA",PASSERIFORMES,Passerellidae,vinterjunko
9926,Junco phaeonotus,"NA, MA",PASSERIFORMES,Passerellidae,guløyejunko
9927,Junco bairdi,MA,PASSERIFORMES,Passerellidae,pericújunko
9928,Zonotrichia capensis,"MA, SA",PASSERIFORMES,Passerellidae,rustkragespurv
9929,Artemisiospiza belli,"NA, MA",PASSERIFORMES,Passerellidae,chaparralspurv
9930,Oriturus superciliosus,MA,PASSERIFORMES,Passerellidae,aztekspurv
9931,Passerculus sandwichensis,"NA, MA",PASSERIFORMES,Passerellidae,musespurv
9932,Xenospiza baileyi,MA,PASSERIFORMES,Passerellidae,sierramadrespurv
9933,Pezopetes capitalis,MA,PASSERIFORMES,Passerellidae,storfotspurv
9934,Melozone kieneri,MA,PASSERIFORMES,Passerellidae,brunkinnspurv
9935,Melozone fusca,"NA, MA",PASSERIFORMES,Passerellidae,ravinetovi
9936,Melozone albicollis,MA,PASSERIFORMES,Passerellidae,hvitstrupetovi
9937,Melozone aberti,"NA, MA",PASSERIFORMES,Passerellidae,masketovi
9938,Melozone crissalis,"NA, MA",PASSERIFORMES,Passerellidae,kaliforniatovi
9939,Melozone leucotis,MA,PASSERIFORMES,Passerellidae,hvitørespurv
9940,Melozone biarcuata,MA,PASSERIFORMES,Passerellidae,hvitmaskespurv
9941,Melozone cabanisi,MA,PASSERIFORMES,Passerellidae,hvittøylespurv
9942,Aimophila rufescens,MA,PASSERIFORMES,Passerellidae,indianerspurv
9943,Aimophila ruficeps,"NA, MA",PASSERIFORMES,Passerellidae,rustkronespurv
9944,Aimophila notosticta,MA,PASSERIFORMES,Passerellidae,oaxacaspurv
9945,Pipilo maculatus,"NA, MA",PASSERIFORMES,Passerellidae,flekktovi
9946,Pipilo ocai,MA,PASSERIFORMES,Passerellidae,beltetovi
9947,Atlapetes pileatus,MA,PASSERIFORMES,Passerellidae,brunkronekjerrspurv
9948,Atlapetes albinucha,"MA, SA",PASSERIFORMES,Passerellidae,hvitkronekjerrspurv
9949,Atlapetes tibialis,MA,PASSERIFORMES,Passerellidae,gulbuksespurv
9950,Atlapetes luteoviridis,MA,PASSERIFORMES,Passerellidae,sitronbuksespurv
9951,Atlapetes albofrenatus,SA,PASSERIFORMES,Passerellidae,mustasjekjerrspurv
9952,Atlapetes meridae,SA,PASSERIFORMES,Passerellidae,Merida Brushfinch
9953,Atlapetes personatus,SA,PASSERIFORMES,Passerellidae,tepuikjerrspurv
9954,Atlapetes melanocephalus,SA,PASSERIFORMES,Passerellidae,santamartakjerrspurv
9955,Atlapetes semirufus,SA,PASSERIFORMES,Passerellidae,kanelkjerrspurv
9956,Atlapetes flaviceps,SA,PASSERIFORMES,Passerellidae,gulhodekjerrspurv
9957,Atlapetes fuscoolivaceus,SA,PASSERIFORMES,Passerellidae,magdalenakjerrspurv
9958,Atlapetes leucopis,SA,PASSERIFORMES,Passerellidae,brillekjerrspurv
9959,Atlapetes albiceps,SA,PASSERIFORMES,Passerellidae,hvithodekjerrspurv
9960,Atlapetes rufigenis,SA,PASSERIFORMES,Passerellidae,rødhodekjerrspurv
9961,Atlapetes crassus,SA,PASSERIFORMES,Passerellidae,Choco Brushfinch
9962,Atlapetes tricolor,SA,PASSERIFORMES,Passerellidae,gullkronekjerrspurv
9963,Atlapetes schistaceus,SA,PASSERIFORMES,Passerellidae,skiferkjerrspurv
9964,Atlapetes pallidinucha,SA,PASSERIFORMES,Passerellidae,bleknakkekjerrspurv
9965,Atlapetes blancae,SA,PASSERIFORMES,Passerellidae,antioquiakjerrspurv
9966,Atlapetes latinuchus,SA,PASSERIFORMES,Passerellidae,rustkronekjerrspurv
9967,Atlapetes nigrifrons,SA,PASSERIFORMES,Passerellidae,Black-fronted Brushfinch
9968,Atlapetes leucopterus,SA,PASSERIFORMES,Passerellidae,hvitvingekjerrspurv
9969,Atlapetes pallidiceps,SA,PASSERIFORMES,Passerellidae,blekhodekjerrspurv
9970,Atlapetes seebohmi,SA,PASSERIFORMES,Passerellidae,inkakjerrspurv
9971,Atlapetes nationi,SA,PASSERIFORMES,Passerellidae,kanelbukkjerrspurv
9972,Atlapetes forbesi,SA,PASSERIFORMES,Passerellidae,apurimackjerrspurv
9973,Atlapetes melanopsis,SA,PASSERIFORMES,Passerellidae,maskekjerrspurv
9974,Atlapetes terborghi,SA,PASSERIFORMES,Passerellidae,vilcabambakjerrspurv
9975,Atlapetes canigenis,SA,PASSERIFORMES,Passerellidae,cuscokjerrspurv
9976,Atlapetes melanolaemus,SA,PASSERIFORMES,Passerellidae,svartmaskekjerrspurv
9977,Atlapetes rufinucha,SA,PASSERIFORMES,Passerellidae,boliviakjerrspurv
9978,Atlapetes fulviceps,SA,PASSERIFORMES,Passerellidae,brunhodekjerrspurv
9979,Atlapetes citrinellus,SA,PASSERIFORMES,Passerellidae,gulbrynkjerrspurv
9980,Zeledonia coronata,MA,PASSERIFORMES,Zeledoniidae,smettparula
9981,Icteria virens,"NA, MA",PASSERIFORMES,Icteriidae,gulbrystparula
9982,Xanthocephalus xanthocephalus,"NA, MA",PASSERIFORMES,Icteridae,gulhodetrupial
9983,Sturnella neglecta,"NA, MA",PASSERIFORMES,Icteridae,prærielerketrupial
9984,Sturnella magna,"NA, MA, SA",PASSERIFORMES,Icteridae,englerketrupial
9985,Sturnella lilianae,"NA, MA",PASSERIFORMES,Icteridae,marklerketrupial
9986,Leistes militaris,"MA, SA",PASSERIFORMES,Icteridae,rødbrystlerketrupial
9987,Leistes superciliaris,SA,PASSERIFORMES,Icteridae,hvitbrynlerketrupial
9988,Leistes bellicosus,SA,PASSERIFORMES,Icteridae,perulerketrupial
9989,Leistes loyca,SA,PASSERIFORMES,Icteridae,storlerketrupial
9990,Leistes defilippii,SA,PASSERIFORMES,Icteridae,pampaslerketrupial
9991,Amblycercus holosericeus,"MA, SA",PASSERIFORMES,Icteridae,gulnebbkasik
9992,Cassiculus melanicterus,MA,PASSERIFORMES,Icteridae,gulvingekasik
9993,Psarocolius wagleri,"MA, SA",PASSERIFORMES,Icteridae,kastanjeoropendola
9994,Psarocolius angustifrons,SA,PASSERIFORMES,Icteridae,brunoropendola
9995,Psarocolius atrovirens,SA,PASSERIFORMES,Icteridae,inkaoropendola
9996,Psarocolius decumanus,SA,PASSERIFORMES,Icteridae,soldatoropendola
9997,Psarocolius viridis,SA,PASSERIFORMES,Icteridae,grønnoropendola
9998,Psarocolius bifasciatus,SA,PASSERIFORMES,Icteridae,amazonoropendola
9999,Psarocolius montezuma,MA,PASSERIFORMES,Icteridae,montezumaoropendola
10000,Psarocolius guatimozinus,"MA, SA",PASSERIFORMES,Icteridae,svartoropendola
10001,Psarocolius cassini,SA,PASSERIFORMES,Icteridae,chocooropendola
10002,Cacicus solitarius,SA,PASSERIFORMES,Icteridae,eremittkasik
10003,Cacicus chrysopterus,SA,PASSERIFORMES,Icteridae,småkasik
10004,Cacicus koepckeae,SA,PASSERIFORMES,Icteridae,selvaskasik
10005,Cacicus sclateri,SA,PASSERIFORMES,Icteridae,ecuadorkasik
10006,Cacicus cela,"MA, SA",PASSERIFORMES,Icteridae,gulgumpkasik
10007,Cacicus microrhynchus,"MA, SA",PASSERIFORMES,Icteridae,ildgumpkasik
10008,Cacicus uropygialis,"MA, SA",PASSERIFORMES,Icteridae,karmingumpkasik
10009,Cacicus chrysonotus,SA,PASSERIFORMES,Icteridae,bergkasik
10010,Cacicus latirostris,SA,PASSERIFORMES,Icteridae,båndhalekasik
10011,Cacicus oseryi,SA,PASSERIFORMES,Icteridae,perukasik
10012,Cacicus haemorrhous,SA,PASSERIFORMES,Icteridae,rødgumpkasik
10013,Icterus parisorum,"NA, MA",PASSERIFORMES,Icteridae,yuccatrupial
10014,Icterus chrysater,"MA, SA",PASSERIFORMES,Icteridae,gulryggtrupial
10015,Icterus graduacauda,"NA, MA",PASSERIFORMES,Icteridae,sitrontrupial
10016,Icterus auratus,MA,PASSERIFORMES,Icteridae,yucatántrupial
10017,Icterus gularis,"NA, MA",PASSERIFORMES,Icteridae,eldoradotrupial
10018,Icterus nigrogularis,SA,PASSERIFORMES,Icteridae,gultrupial
10019,Icterus pustulatus,MA,PASSERIFORMES,Icteridae,flammetrupial
10020,Icterus abeillei,MA,PASSERIFORMES,Icteridae,svartryggtrupial
10021,Icterus mesomelas,"MA, SA",PASSERIFORMES,Icteridae,gulhaletrupial
10022,Icterus pectoralis,MA,PASSERIFORMES,Icteridae,flekktrupial
10023,Icterus graceannae,SA,PASSERIFORMES,Icteridae,hvittipptrupial
10024,Icterus jamacaii,SA,PASSERIFORMES,Icteridae,campostrupial
10025,Icterus icterus,SA,PASSERIFORMES,Icteridae,brilletrupial
10026,Icterus croconotus,SA,PASSERIFORMES,Icteridae,oransjeryggtrupial
10027,Icterus maculialatus,MA,PASSERIFORMES,Icteridae,båndvingetrupial
10028,Icterus wagleri,MA,PASSERIFORMES,Icteridae,svartgumptrupial
10029,Icterus cucullatus,"NA, MA",PASSERIFORMES,Icteridae,palmetrupial
10030,Icterus prosthemelas,MA,PASSERIFORMES,Icteridae,svartkappetrupial
10031,Icterus spurius,"NA, MA",PASSERIFORMES,Icteridae,hagetrupial
10032,Icterus auricapillus,"MA, SA",PASSERIFORMES,Icteridae,gyllenhettetrupial
10033,Icterus pyrrhopterus,SA,PASSERIFORMES,Icteridae,plettrupial
10034,Icterus cayanensis,SA,PASSERIFORMES,Icteridae,epålettrupial
10035,Agelaius tricolor,"NA, MA",PASSERIFORMES,Icteridae,kaliforniatrupial
10036,Agelaius phoeniceus,"NA, MA",PASSERIFORMES,Icteridae,rødvingetrupial
10037,Molothrus rufoaxillaris,SA,PASSERIFORMES,Icteridae,skriketrupial
10038,Molothrus oryzivorus,"MA, SA",PASSERIFORMES,Icteridae,stortrupial
10039,Molothrus bonariensis,"NA, SA",PASSERIFORMES,Icteridae,silketrupial
