,IOC,Breeding Range,Order,Family,Russian
8270,Henicorhina leucoptera,SA,PASSERIFORMES,Troglodytidae,Полосатокрылый лесной крапивник
8271,Henicorhina negreti,SA,PASSERIFORMES,Troglodytidae,Лесной крапивник
8272,Microcerculus philomela,MA,PASSERIFORMES,Troglodytidae,Куцехвостый крапивник-флейтист
8273,Microcerculus marginatus,"MA, SA",PASSERIFORMES,Troglodytidae,Соловьиный крапивник-флейтист
8274,Microcerculus ustulatus,SA,PASSERIFORMES,Troglodytidae,Обыкновенный крапивник-флейтист
8275,Microcerculus bambla,SA,PASSERIFORMES,Troglodytidae,Белополосый крапивник-флейтист
8276,Cyphorhinus thoracicus,SA,PASSERIFORMES,Troglodytidae,Коричневогрудый толстоклювый крапивник
8277,Cyphorhinus arada,SA,PASSERIFORMES,Troglodytidae,Певчий толстоклювый крапивник
8278,Cyphorhinus phaeocephalus,"MA, SA",PASSERIFORMES,Troglodytidae,Song Wren
8279,Ramphocaenus sticturus,SA,PASSERIFORMES,Polioptilidae,Говорливая комароловка
8280,Ramphocaenus melanurus,"MA, SA",PASSERIFORMES,Polioptilidae,Длинноклювая комароловка
8281,Microbates cinereiventris,"MA, SA",PASSERIFORMES,Polioptilidae,Серобрюхая крапивниковая камышевка
8282,Microbates collaris,SA,PASSERIFORMES,Polioptilidae,Ошейниковая крапивниковая камышевка
8283,Polioptila facilis,SA,PASSERIFORMES,Polioptilidae,Рионегросская комароловка
8284,Polioptila guianensis,SA,PASSERIFORMES,Polioptilidae,Кайеннская комароловка
8285,Polioptila schistaceigula,"MA, SA",PASSERIFORMES,Polioptilidae,Серогорлая комароловка
8286,Polioptila paraensis,SA,PASSERIFORMES,Polioptilidae,Беленская комароловка
8287,Polioptila clementsi,SA,PASSERIFORMES,Polioptilidae,Очковая комароловка
8288,Polioptila attenboroughi,SA,PASSERIFORMES,Polioptilidae,Инамбарская комароловка
8289,Polioptila plumbea,SA,PASSERIFORMES,Polioptilidae,Черношапочная комароловка
8290,Polioptila lactea,SA,PASSERIFORMES,Polioptilidae,Кремовобрюхая комароловка
8291,Polioptila dumicola,SA,PASSERIFORMES,Polioptilidae,Масковая комароловка
8292,Polioptila albiventris,MA,PASSERIFORMES,Polioptilidae,Юкатанская комароловка
8293,Polioptila bilineata,"MA, SA",PASSERIFORMES,Polioptilidae,White-browed Gnatcatcher
8294,Polioptila caerulea,"NA, MA",PASSERIFORMES,Polioptilidae,Голубая комароловка
8295,Polioptila melanura,"NA, MA",PASSERIFORMES,Polioptilidae,Чернохвостая комароловка
8296,Polioptila californica,"NA, MA",PASSERIFORMES,Polioptilidae,Калифорнийская комароловка
8297,Polioptila nigriceps,"NA, MA",PASSERIFORMES,Polioptilidae,Черноголовая комароловка
8298,Polioptila albiloris,MA,PASSERIFORMES,Polioptilidae,Белопоясничная комароловка
8299,Sitta leucopsis,OR,PASSERIFORMES,Sittidae,Белощёкий поползень
8300,Sitta przewalskii,PAL,PASSERIFORMES,Sittidae,Поползень Пржевальского
8301,Sitta magna,OR,PASSERIFORMES,Sittidae,Поползень-великан
8302,Sitta carolinensis,"NA, MA",PASSERIFORMES,Sittidae,Каролинский поползень
8303,Sitta formosa,OR,PASSERIFORMES,Sittidae,Поползень-красавец
8304,Sitta azurea,OR,PASSERIFORMES,Sittidae,Лазурный поползень
8305,Sitta frontalis,OR,PASSERIFORMES,Sittidae,Чернолобый поползень
8306,Sitta solangiae,OR,PASSERIFORMES,Sittidae,Желтоклювый поползень
8307,Sitta oenochlamys,OR,PASSERIFORMES,Sittidae,Филиппинский поползень
8308,Sitta pygmaea,"NA, MA",PASSERIFORMES,Sittidae,Поползень-крошка
8309,Sitta yunnanensis,OR,PASSERIFORMES,Sittidae,Юньнаньский поползень
8310,Sitta ledanti,AF,PASSERIFORMES,Sittidae,Алжирский поползень
8311,Sitta krueperi,PAL,PASSERIFORMES,Sittidae,Рыжегрудый поползень
8312,Sitta whiteheadi,PAL,PASSERIFORMES,Sittidae,Корсиканский поползень
8313,Sitta villosa,PAL,PASSERIFORMES,Sittidae,Косматый поползень
8314,Sitta neumayer,PAL,PASSERIFORMES,Sittidae,Малый скальный поползень
8315,Sitta tephronota,PAL,PASSERIFORMES,Sittidae,Большой скальный поползень
8316,Sitta arctica,PAL,PASSERIFORMES,Sittidae,Якутский поползень
8317,Sitta victoriae,OR,PASSERIFORMES,Sittidae,Белобровый поползень
8318,Sitta himalayensis,OR,PASSERIFORMES,Sittidae,Белохвостый поползень
8319,Sitta europaea,PAL,PASSERIFORMES,Sittidae,Поползень
8320,Sitta nagaensis,OR,PASSERIFORMES,Sittidae,Каштановобокий поползень
8321,Sitta cashmirensis,OR,PASSERIFORMES,Sittidae,Кашмирский поплзень
8322,Sitta castanea,OR,PASSERIFORMES,Sittidae,Каштановогрудый поползень
8323,Sitta cinnamoventris,OR,PASSERIFORMES,Sittidae,Каштановобрюхий поползень
8324,Sitta neglecta,OR,PASSERIFORMES,Sittidae,Бирманский поползень
8325,Tichodroma muraria,PAL,PASSERIFORMES,Tichodromidae,Стенолаз
8326,Certhia familiaris,PAL,PASSERIFORMES,Certhiidae,Пищуха
8327,Certhia hodgsoni,OR,PASSERIFORMES,Certhiidae,Кашмирская пищуха
8328,Certhia americana,"NA, MA",PASSERIFORMES,Certhiidae,Американская пищуха
8329,Certhia brachydactyla,PAL,PASSERIFORMES,Certhiidae,Короткопалая пищуха
8330,Certhia himalayana,PAL,PASSERIFORMES,Certhiidae,Гималайская пищуха
8331,Certhia nipalensis,OR,PASSERIFORMES,Certhiidae,Непальская пищуха
8332,Certhia discolor,OR,PASSERIFORMES,Certhiidae,Двуцветная пищуха
8333,Certhia manipurensis,OR,PASSERIFORMES,Certhiidae,Манипурская пищуха
8334,Certhia tianquanensis,OR,PASSERIFORMES,Certhiidae,Сычуанская пищуха
8335,Salpornis spilonota,OR,PASSERIFORMES,Certhiidae,Индийская пятнистая пищуха
8336,Salpornis salvadori,AF,PASSERIFORMES,Certhiidae,Африканский пятнистая пищуха
8337,Melanoptila glabrirostris,MA,PASSERIFORMES,Mimidae,Чёрный пересмешник
8338,Mimus polyglottos,"NA, MA",PASSERIFORMES,Mimidae,Североамериканский певчий пересмешник
8339,Mimus gilvus,"MA, SA",PASSERIFORMES,Mimidae,Тропический певчий пересмешник
8340,Mimus thenca,SA,PASSERIFORMES,Mimidae,Чилийский певчий пересмешник
8341,Mimus longicaudatus,SA,PASSERIFORMES,Mimidae,Длиннохвостый певчий пересмешник
8342,Mimus saturninus,SA,PASSERIFORMES,Mimidae,Белобровый певчий пересмешник
8343,Mimus patagonicus,SA,PASSERIFORMES,Mimidae,Патагонский певчий пересмешник
8344,Mimus triurus,SA,PASSERIFORMES,Mimidae,Белопоясный певчий пересмешник
8345,Mimus dorsalis,SA,PASSERIFORMES,Mimidae,Буроспинный певчий пересмешник
8346,Mimus parvulus,SA,PASSERIFORMES,Mimidae,Галапагосский пересмешник
8347,Mimus trifasciatus,SA,PASSERIFORMES,Mimidae,Галапагосский пересмешник
8348,Mimus macdonaldi,SA,PASSERIFORMES,Mimidae,Эспаньольский певчий пересмешник
8349,Mimus melanotis,SA,PASSERIFORMES,Mimidae,Санкристобальский певчий пересмешник
8350,Mimus graysoni,MA,PASSERIFORMES,Mimidae,Сокоррский пересмешник
8351,Toxostoma longirostre,"NA, MA",PASSERIFORMES,Mimidae,Рыжий кривоклювый пересмешник
8352,Toxostoma guttatum,MA,PASSERIFORMES,Mimidae,Козумельский кривоклювый пересмешник
8353,Toxostoma cinereum,MA,PASSERIFORMES,Mimidae,Мышиный кривоклювый пересмешник
8354,Toxostoma bendirei,"NA, MA",PASSERIFORMES,Mimidae,Кактусовый кривоклювый пересмешник
8355,Toxostoma ocellatum,MA,PASSERIFORMES,Mimidae,Глазчатый кривоклювый пересмешник
8356,Toxostoma curvirostre,"NA, MA",PASSERIFORMES,Mimidae,Пятнистый кривоклювый пересмешник
8357,Toxostoma redivivum,"NA, MA",PASSERIFORMES,Mimidae,Калифорнийский кривоклювый пересмешник
8358,Toxostoma crissale,"NA, MA",PASSERIFORMES,Mimidae,Красногузый кривоклювый пересмешник
8359,Toxostoma lecontei,"NA, MA",PASSERIFORMES,Mimidae,Пустынный кривоклювый пересмешник
8360,Melanotis caerulescens,MA,PASSERIFORMES,Mimidae,Синий черноухий пересмешник
8361,Melanotis hypoleucus,MA,PASSERIFORMES,Mimidae,Сине-белый черноухий пересмешник
8362,Aplonis metallica,AU,PASSERIFORMES,Sturnidae,Металлический аплонис
8363,Aplonis circumscripta,AU,PASSERIFORMES,Sturnidae,Violet-hooded Starling
8364,Aplonis mystacea,AU,PASSERIFORMES,Sturnidae,Аплонис Гранта
8365,Aplonis cantoroides,AU,PASSERIFORMES,Sturnidae,Малый аплонис
8366,Aplonis crassa,AU,PASSERIFORMES,Sturnidae,Танимбарский аплонис
8367,Aplonis feadensis,AU,PASSERIFORMES,Sturnidae,Атолловый аплонис
8368,Aplonis insularis,AU,PASSERIFORMES,Sturnidae,Реннелльский аплонис
8369,Aplonis magna,AU,PASSERIFORMES,Sturnidae,Длиннохвостый аплонис
8370,Aplonis brunneicapillus,AU,PASSERIFORMES,Sturnidae,Белоглазый аплонис
8371,Aplonis grandis,AU,PASSERIFORMES,Sturnidae,Соломоновский аплонис
8372,Aplonis dichroa,AU,PASSERIFORMES,Sturnidae,Санкристобальский аплонис
8373,Aplonis zelandica,AU,PASSERIFORMES,Sturnidae,Ржавокрылый аплонис
8374,Aplonis striata,AU,PASSERIFORMES,Sturnidae,Полосатый аплонис
8375,Aplonis santovestris,AU,PASSERIFORMES,Sturnidae,Горный аплонис
8376,Aplonis panayensis,"OR, AU",PASSERIFORMES,Sturnidae,Малайский аплонис
8377,Aplonis mysolensis,AU,PASSERIFORMES,Sturnidae,Молуккский аплонис
8378,Aplonis minor,AU,PASSERIFORMES,Sturnidae,Малый аплонис
8379,Aplonis opaca,PO,PASSERIFORMES,Sturnidae,Микронезийский аплонис
8380,Aplonis pelzelni,PO,PASSERIFORMES,Sturnidae,Понапейский аплонис
8381,Aplonis tabuensis,PO,PASSERIFORMES,Sturnidae,Полинезийский аплонис
8382,Aplonis atrifusca,PO,PASSERIFORMES,Sturnidae,Самоанский аплонис
8383,Aplonis cinerascens,PO,PASSERIFORMES,Sturnidae,Раротонгский аплонис
8384,Mino dumontii,AU,PASSERIFORMES,Sturnidae,Желтолицый мино
8385,Mino kreffti,AU,PASSERIFORMES,Sturnidae,Длиннохвостый мино
8386,Mino anais,AU,PASSERIFORMES,Sturnidae,Златогрудый мино
8387,Basilornis celebensis,AU,PASSERIFORMES,Sturnidae,Сулавесийский сорочий скворец
8388,Basilornis galeatus,AU,PASSERIFORMES,Sturnidae,Шлемоносный сорочий скворец
8389,Basilornis corythaix,AU,PASSERIFORMES,Sturnidae,Молуккский сорочий скворец
8390,Goodfellowia miranda,OR,PASSERIFORMES,Sturnidae,Горный шлемоносный скворец
8391,Sarcops calvus,OR,PASSERIFORMES,Sturnidae,Лысый скворец
8392,Streptocitta albicollis,AU,PASSERIFORMES,Sturnidae,Белошейная сорочья майна
8393,Streptocitta albertinae,AU,PASSERIFORMES,Sturnidae,Сорочья майна Альбертины
8394,Enodes erythrophris,AU,PASSERIFORMES,Sturnidae,Сулавесийская майна
8395,Scissirostrum dubium,AU,PASSERIFORMES,Sturnidae,Дубоносовый скворец
8396,Saroglossa spilopterus,OR,PASSERIFORMES,Sturnidae,Пестроспинный скворец
8397,Ampeliceps coronatus,OR,PASSERIFORMES,Sturnidae,Золотохохлая майна
8398,Gracula ptilogenys,OR,PASSERIFORMES,Sturnidae,Цейлонская священная майна
8399,Gracula religiosa,OR,PASSERIFORMES,Sturnidae,Священная майна
8400,Gracula venerata,OR,PASSERIFORMES,Sturnidae,Tenggara Hill Myna
8401,Gracula indica,OR,PASSERIFORMES,Sturnidae,Индийская священная майна
8402,Gracula robusta,OR,PASSERIFORMES,Sturnidae,Большая майна
8403,Gracula enganensis,OR,PASSERIFORMES,Sturnidae,Энганская священная майна
8404,Acridotheres grandis,OR,PASSERIFORMES,Sturnidae,Большая майна
8405,Acridotheres cristatellus,OR,PASSERIFORMES,Sturnidae,Хохлатая майна
8406,Acridotheres javanicus,OR,PASSERIFORMES,Sturnidae,Белобрюхая майна
8407,Acridotheres cinereus,AU,PASSERIFORMES,Sturnidae,Серая майна
8408,Acridotheres fuscus,OR,PASSERIFORMES,Sturnidae,Бурая майна
8409,Acridotheres albocinctus,OR,PASSERIFORMES,Sturnidae,Ошейниковая майна
8410,Acridotheres ginginianus,OR,PASSERIFORMES,Sturnidae,Береговая майна
8411,Acridotheres tristis,OR,PASSERIFORMES,Sturnidae,Майна
8412,Acridotheres burmannicus,OR,PASSERIFORMES,Sturnidae,Камбоджийский скворец
8413,Acridotheres leucocephalus,OR,PASSERIFORMES,Sturnidae,Vinous-breasted Myna
8414,Acridotheres melanopterus,OR,PASSERIFORMES,Sturnidae,Чернокрылый скворец
8415,Spodiopsar sericeus,OR,PASSERIFORMES,Sturnidae,Шелковистый скворец
8416,Spodiopsar cineraceus,PAL,PASSERIFORMES,Sturnidae,Серый скворец
8417,Gracupica nigricollis,OR,PASSERIFORMES,Sturnidae,Черношейный скворец
8418,Gracupica contra,OR,PASSERIFORMES,Sturnidae,Пегий скворец
8419,Gracupica floweri,OR,PASSERIFORMES,Sturnidae,Siamese Pied Myna
8420,Gracupica jalla,OR,PASSERIFORMES,Sturnidae,Javan Pied Myna
8421,Agropsar sturninus,PAL,PASSERIFORMES,Sturnidae,Малый скворец
8422,Agropsar philippensis,PAL,PASSERIFORMES,Sturnidae,Краснощёкий скворец
8423,Sturnia sinensis,OR,PASSERIFORMES,Sturnidae,Китайский скворец
8424,Sturnia malabarica,OR,PASSERIFORMES,Sturnidae,Сероголовый скворец
8425,Sturnia erythropygia,OR,PASSERIFORMES,Sturnidae,Белоголовый скворец
8426,Sturnia blythii,OR,PASSERIFORMES,Sturnidae,Малабарский скворец
8427,Sturnia pagodarum,OR,PASSERIFORMES,Sturnidae,Браминский скворец
