,IOC,Breeding Range,Order,Family,Serbian
10078,Geothlypis beldingi,MA,PASSERIFORMES,Parulidae,Belding's Yellowthroat
10079,Geothlypis flavovelata,MA,PASSERIFORMES,Parulidae,Altamira Yellowthroat
10080,Geothlypis trichas,"NA, MA",PASSERIFORMES,Parulidae,Žutogrla cvrkutarka
10081,Geothlypis nelsoni,MA,PASSERIFORMES,Parulidae,Hooded Yellowthroat
10082,Setophaga pitiayumi,"MA, SA",PASSERIFORMES,Parulidae,Tropska parula
10083,Setophaga aestiva,"NA, MA",PASSERIFORMES,Parulidae,American Yellow Warbler
10084,Setophaga petechia,"NA, MA, SA",PASSERIFORMES,Parulidae,Žuta cvrkutarka
10085,Setophaga auduboni,"NA, MA",PASSERIFORMES,Parulidae,Audubon's Warbler
10086,Setophaga goldmani,MA,PASSERIFORMES,Parulidae,Goldman's Warbler
10087,Myiothlypis luteoviridis,SA,PASSERIFORMES,Parulidae,Limunasta cvrkutarka
10088,Myiothlypis basilica,SA,PASSERIFORMES,Parulidae,Cvrkutarka sa ostrva Santa Marta
10089,Myiothlypis leucophrys,SA,PASSERIFORMES,Parulidae,Belopruga cvrkutarka
10090,Myiothlypis flaveola,SA,PASSERIFORMES,Parulidae,Flavescent Warbler
10091,Myiothlypis leucoblephara,SA,PASSERIFORMES,Parulidae,Cvrkutarka sa belom obrvom
10092,Myiothlypis signata,SA,PASSERIFORMES,Parulidae,Pale-legged Warbler
10093,Myiothlypis nigrocristata,SA,PASSERIFORMES,Parulidae,Crnoćuba cvrkutarka
10094,Myiothlypis fulvicauda,"MA, SA",PASSERIFORMES,Parulidae,Buff-rumped Warbler
10095,Myiothlypis rivularis,SA,PASSERIFORMES,Parulidae,Riverbank Warbler
10096,Myiothlypis bivittata,SA,PASSERIFORMES,Parulidae,Two-banded Warbler
10097,Myiothlypis roraimae,SA,PASSERIFORMES,Parulidae,Roraiman Warbler
10098,Myiothlypis chrysogaster,SA,PASSERIFORMES,Parulidae,Cuzco Warbler
10099,Myiothlypis chlorophrys,SA,PASSERIFORMES,Parulidae,Choco Warbler
10100,Myiothlypis conspicillata,SA,PASSERIFORMES,Parulidae,White-lored Warbler
10101,Myiothlypis cinereicollis,SA,PASSERIFORMES,Parulidae,Grey-throated Warbler
10102,Myiothlypis fraseri,SA,PASSERIFORMES,Parulidae,Grey-and-gold Warbler
10103,Myiothlypis coronata,SA,PASSERIFORMES,Parulidae,Plavolika cvrkutarka
10104,Myiothlypis griseiceps,SA,PASSERIFORMES,Parulidae,Sivoglava cvrkutarka
10105,Basileuterus lachrymosus,MA,PASSERIFORMES,Parulidae,Lepezorepa cvrkutarka
10106,Basileuterus rufifrons,MA,PASSERIFORMES,Parulidae,Rufous-capped Warbler
10107,Basileuterus delattrii,"MA, SA",PASSERIFORMES,Parulidae,Chestnut-capped Warbler
10108,Basileuterus melanogenys,MA,PASSERIFORMES,Parulidae,Black-cheeked Warbler
10109,Basileuterus ignotus,"MA, SA",PASSERIFORMES,Parulidae,Pirre Warbler
10110,Basileuterus belli,MA,PASSERIFORMES,Parulidae,Golden-browed Warbler
10111,Basileuterus culicivorus,"MA, SA",PASSERIFORMES,Parulidae,Zlatočela cvrkutarka
10112,Basileuterus melanotis,MA,PASSERIFORMES,Parulidae,Kostarikanska cvrkutarka
10113,Basileuterus tacarcunae,"MA, SA",PASSERIFORMES,Parulidae,Cvrkutarka iz Takarkune
10114,Basileuterus trifasciatus,SA,PASSERIFORMES,Parulidae,Three-banded Warbler
10115,Basileuterus punctipectus,SA,PASSERIFORMES,Parulidae,Yungas Warbler
10116,Basileuterus tristriatus,SA,PASSERIFORMES,Parulidae,Troprugasta cvrkutarka
10117,Cardellina rubrifrons,"NA, MA",PASSERIFORMES,Parulidae,Crvenolika cvrkutarka
10118,Cardellina rubra,MA,PASSERIFORMES,Parulidae,Crvena cvrkutarka
10119,Cardellina versicolor,MA,PASSERIFORMES,Parulidae,Cvrkutarka ružičaste glave
10120,Myioborus pictus,"NA, MA",PASSERIFORMES,Parulidae,Šarena američka crvenrepka
10121,Myioborus miniatus,"MA, SA",PASSERIFORMES,Parulidae,Američka crvenrepka sa crvenim temenom
10122,Myioborus brunniceps,SA,PASSERIFORMES,Parulidae,Američka crvenrepka sa smeđom kapicom
10123,Myioborus flavivertex,SA,PASSERIFORMES,Parulidae,Maskirana američka crvenrepka
10124,Myioborus albifrons,SA,PASSERIFORMES,Parulidae,Beločela američka crvenrepka
10125,Myioborus ornatus,SA,PASSERIFORMES,Parulidae,Zlatočela američka crvenrepka
10126,Myioborus melanocephalus,SA,PASSERIFORMES,Parulidae,Naočarasta američka crvenrepka
10127,Myioborus torquatus,MA,PASSERIFORMES,Parulidae,Žutolika američka crvenrepka
10128,Myioborus pariae,SA,PASSERIFORMES,Parulidae,Paria Whitestart
10129,Myioborus albifacies,SA,PASSERIFORMES,Parulidae,Belolika američka crvenrepka
10130,Myioborus cardonai,SA,PASSERIFORMES,Parulidae,Guaiquinima Whitestart
10131,Myioborus castaneocapilla,SA,PASSERIFORMES,Parulidae,Američka crvenrepka iz Tepuija
10132,Mitrospingus cassinii,"MA, SA",PASSERIFORMES,Mitrospingidae,Tamnolika tangara
10133,Mitrospingus oleagineus,SA,PASSERIFORMES,Mitrospingidae,Olive-backed Tanager
10134,Orthogonys chloricterus,SA,PASSERIFORMES,Mitrospingidae,Olive-green Tanager
10135,Lamprospiza melanoleuca,SA,PASSERIFORMES,Mitrospingidae,Crvenokljuna crno-bela tangara
10136,Piranga bidentata,MA,PASSERIFORMES,Cardinalidae,Flame-colored Tanager
10137,Piranga lutea,"MA, SA",PASSERIFORMES,Cardinalidae,Tooth-billed Tanager
10138,Piranga flava,SA,PASSERIFORMES,Cardinalidae,Žućkasta tangara
10139,Piranga hepatica,"NA, MA",PASSERIFORMES,Cardinalidae,Hepatic Tanager
10140,Piranga rubra,"NA, MA",PASSERIFORMES,Cardinalidae,Letnja tangara
10141,Piranga roseogularis,MA,PASSERIFORMES,Cardinalidae,Rose-throated Tanager
10142,Piranga leucoptera,"MA, SA",PASSERIFORMES,Cardinalidae,Belokrila tangara
10143,Piranga erythrocephala,MA,PASSERIFORMES,Cardinalidae,Crvenoglava tangara
10144,Piranga rubriceps,SA,PASSERIFORMES,Cardinalidae,Tangara sa crvenom kapuljačom
10145,Habia rubica,"MA, SA",PASSERIFORMES,Cardinalidae,Pištava mravlja tangara
10146,Habia fuscicauda,"MA, SA",PASSERIFORMES,Cardinalidae,Graktava mravlja tangara
10147,Habia atrimaxillaris,MA,PASSERIFORMES,Cardinalidae,Kostarikanska mravlja tangara
10148,Habia gutturalis,SA,PASSERIFORMES,Cardinalidae,Kolumbijska crna mravlja tangara
10149,Habia cristata,SA,PASSERIFORMES,Cardinalidae,Ćubasta mravlja tangara
10150,Chlorothraupis carmioli,"MA, SA",PASSERIFORMES,Cardinalidae,Carmiol's Tanager
10151,Chlorothraupis frenata,SA,PASSERIFORMES,Cardinalidae,Yellow-lored Tanager
10152,Chlorothraupis olivacea,"MA, SA",PASSERIFORMES,Cardinalidae,Lemon-spectacled Tanager
10153,Chlorothraupis stolzmanni,SA,PASSERIFORMES,Cardinalidae,Ochre-breasted Tanager
10154,Pheucticus chrysopeplus,MA,PASSERIFORMES,Cardinalidae,Žuti batokljun
10155,Pheucticus tibialis,MA,PASSERIFORMES,Cardinalidae,Crnoboki batokljun
10156,Pheucticus chrysogaster,SA,PASSERIFORMES,Cardinalidae,Zlatni batokljun
10157,Pheucticus aureoventris,SA,PASSERIFORMES,Cardinalidae,Crnoleđi batokljun
10158,Granatellus venustus,MA,PASSERIFORMES,Cardinalidae,Crvenogrudi granatelus
10159,Granatellus sallaei,MA,PASSERIFORMES,Cardinalidae,Sivogrli granatelus
10160,Granatellus pelzelni,SA,PASSERIFORMES,Cardinalidae,Ružogrudi granatelus
10161,Cardinalis cardinalis,"NA, MA",PASSERIFORMES,Cardinalidae,Crveni kardinal
10162,Cardinalis phoeniceus,SA,PASSERIFORMES,Cardinalidae,Vermilion kardinal
10163,Cardinalis sinuatus,"NA, MA",PASSERIFORMES,Cardinalidae,Piruloksija
10164,Caryothraustes poliogaster,MA,PASSERIFORMES,Cardinalidae,Crnoliki batokljun
10165,Caryothraustes canadensis,SA,PASSERIFORMES,Cardinalidae,Žuto-zeleni batokljun
10166,Periporphyrus celaeno,MA,PASSERIFORMES,Cardinalidae,Crvenokljuni batokljun
10167,Periporphyrus erythromelas,SA,PASSERIFORMES,Cardinalidae,Crveno-crni batokljun
10168,Amaurospiza concolor,MA,PASSERIFORMES,Cardinalidae,Plavi zrnojed
10169,Amaurospiza aequatorialis,SA,PASSERIFORMES,Cardinalidae,Ecuadorian Seedeater
10170,Amaurospiza moesta,SA,PASSERIFORMES,Cardinalidae,Crno-plavi zrnojed
10171,Amaurospiza carrizalensis,SA,PASSERIFORMES,Cardinalidae,Karizal zrnojed
10172,Spiza americana,"NA, MA, SA",PASSERIFORMES,Cardinalidae,Diksizel
10173,Cyanoloxia glaucocaerulea,SA,PASSERIFORMES,Cardinalidae,Svetloplavi biskup
10174,Cyanoloxia cyanoides,"MA, SA",PASSERIFORMES,Cardinalidae,Srednjeamerički biskup
10175,Cyanoloxia rothschildii,SA,PASSERIFORMES,Cardinalidae,Amazonski biskup
10176,Cyanoloxia brissonii,SA,PASSERIFORMES,Cardinalidae,Jarkoplavi biskup
10177,Cyanocompsa parellina,MA,PASSERIFORMES,Cardinalidae,Plava strnadica
10178,Passerina caerulea,"NA, MA",PASSERIFORMES,Cardinalidae,Plavi batokljun
10179,Passerina amoena,"NA, MA",PASSERIFORMES,Cardinalidae,Lapis azuli strnadica
10180,Passerina versicolor,"NA, MA",PASSERIFORMES,Cardinalidae,Višebojna strnadica
10181,Passerina ciris,"NA, MA",PASSERIFORMES,Cardinalidae,Šarena američka strnadica
10182,Passerina rositae,MA,PASSERIFORMES,Cardinalidae,Strnadica ružičastog trbuha
10183,Passerina leclancherii,MA,PASSERIFORMES,Cardinalidae,Narandžasto-plava strnadica
10184,Catamblyrhynchus diadema,SA,PASSERIFORMES,Thraupidae,Plushcap
10185,Charitospiza eucosma,SA,PASSERIFORMES,Thraupidae,Senicolika zeba
10186,Orchesticus abeillei,SA,PASSERIFORMES,Thraupidae,Smeđa tangara
10187,Parkerthraustes humeralis,SA,PASSERIFORMES,Thraupidae,Batokljun žutih ramena
10188,Nemosia pileata,SA,PASSERIFORMES,Thraupidae,Kapuljačasta tangara
10189,Nemosia rourei,SA,PASSERIFORMES,Thraupidae,Cherry-throated Tanager
10190,Cyanicterus cyanicterus,SA,PASSERIFORMES,Thraupidae,Blue-backed Tanager
10191,Sericossypha albocristata,SA,PASSERIFORMES,Thraupidae,White-capped Tanager
10192,Compsothraupis loricata,SA,PASSERIFORMES,Thraupidae,Scarlet-throated Tanager
10193,Coryphaspiza melanotis,SA,PASSERIFORMES,Thraupidae,Zeba sa crnom maskom
10194,Embernagra platensis,SA,PASSERIFORMES,Thraupidae,Velika pampaska zeba
10195,Embernagra longicauda,SA,PASSERIFORMES,Thraupidae,Svetlogrla pampaska zeba
10196,Emberizoides ypiranganus,SA,PASSERIFORMES,Thraupidae,Mala pampaska zeba
10197,Emberizoides herbicola,"MA, SA",PASSERIFORMES,Thraupidae,Klinorepa pampaska zeba
10198,Emberizoides duidae,SA,PASSERIFORMES,Thraupidae,Duida pampaska zeba
10199,Incaspiza pulchra,SA,PASSERIFORMES,Thraupidae,Velika inka zeba
10200,Incaspiza personata,SA,PASSERIFORMES,Thraupidae,Riđoleđa inka zeba
10201,Incaspiza ortizi,SA,PASSERIFORMES,Thraupidae,Sivokrila inka zeba
10202,Incaspiza laeta,SA,PASSERIFORMES,Thraupidae,Buff-bridled Inca Finch
10203,Incaspiza watkinsi,SA,PASSERIFORMES,Thraupidae,Mala inka zeba
10204,Rhopospina fruticeti,SA,PASSERIFORMES,Thraupidae,Žalopojna sijera zeba
10205,Rhopospina caerulescens,SA,PASSERIFORMES,Thraupidae,Plava sijera zeba
10206,Rhopospina alaudina,SA,PASSERIFORMES,Thraupidae,Sijera zeba sa trakastim repom
10207,Rhopospina carbonaria,SA,PASSERIFORMES,Thraupidae,Carbonated Sierra Finch
10208,Chlorophanes spiza,"MA, SA",PASSERIFORMES,Thraupidae,Zeleni medni puzić
10209,Iridophanes pulcherrimus,SA,PASSERIFORMES,Thraupidae,Zlatovrati medni puzić
10210,Chrysothlypis salmoni,SA,PASSERIFORMES,Thraupidae,Grimizno-bela tangara
10211,Chrysothlypis chrysomelas,MA,PASSERIFORMES,Thraupidae,Crno-žuta tangara
10212,Heterospingus rubrifrons,MA,PASSERIFORMES,Thraupidae,Tangara sa sumporastim nadrepkom
10213,Heterospingus xanthopygius,"MA, SA",PASSERIFORMES,Thraupidae,Tangara sa grimiznom obrvom
10214,Hemithraupis flavicollis,"MA, SA",PASSERIFORMES,Thraupidae,Žutoleđa tangara
10215,Hemithraupis guira,SA,PASSERIFORMES,Thraupidae,Guira tangara
10216,Hemithraupis ruficapilla,SA,PASSERIFORMES,Thraupidae,Riđoglava tangara
10217,Tersina viridis,"MA, SA",PASSERIFORMES,Thraupidae,Lastavičja tangara
10218,Cyanerpes caeruleus,"MA, SA",PASSERIFORMES,Thraupidae,Ljubičasti medni puzić
10219,Cyanerpes cyaneus,"MA, SA",PASSERIFORMES,Thraupidae,Crvenonogi medni puzić
10220,Cyanerpes nitidus,SA,PASSERIFORMES,Thraupidae,Kratkokljuni medni puzić
10221,Cyanerpes lucidus,"MA, SA",PASSERIFORMES,Thraupidae,Sjajni medni puzić
10222,Dacnis berlepschi,SA,PASSERIFORMES,Thraupidae,Crvenogrudi daknis
10223,Dacnis venusta,"MA, SA",PASSERIFORMES,Thraupidae,Crnotrbi daknis
10224,Dacnis cayana,"MA, SA",PASSERIFORMES,Thraupidae,Plavi daknis
10225,Dacnis flaviventer,SA,PASSERIFORMES,Thraupidae,Žuti maskirani daknis
10226,Dacnis hartlaubi,SA,PASSERIFORMES,Thraupidae,Planinski maskirani daknis
10227,Dacnis lineata,SA,PASSERIFORMES,Thraupidae,Ravničarski maskirani daknis
10228,Dacnis egregia,SA,PASSERIFORMES,Thraupidae,Yellow-tufted Dacnis
10229,Dacnis viguieri,"MA, SA",PASSERIFORMES,Thraupidae,Tirkizni daknis
10230,Dacnis nigripes,SA,PASSERIFORMES,Thraupidae,Crnonogi daknis
10231,Dacnis albiventris,SA,PASSERIFORMES,Thraupidae,Belotrbi daknis
10232,Saltatricula multicolor,SA,PASSERIFORMES,Thraupidae,Višebojna čakoanska zeba
10233,Saltatricula atricollis,SA,PASSERIFORMES,Thraupidae,Crnoliki saltator
10234,Saltator orenocensis,SA,PASSERIFORMES,Thraupidae,Saltator sa Orinoka
10235,Saltator similis,SA,PASSERIFORMES,Thraupidae,Zelenokrili saltator
10236,Saltator grandis,MA,PASSERIFORMES,Thraupidae,Cimetasti saltator
10237,Saltator olivascens,SA,PASSERIFORMES,Thraupidae,Karipski saltator
10238,Saltator coerulescens,SA,PASSERIFORMES,Thraupidae,Amazonski saltator
10239,Saltator striatipectus,"MA, SA",PASSERIFORMES,Thraupidae,Prugasti saltator
10240,Saltator maximus,"MA, SA",PASSERIFORMES,Thraupidae,Riđogrli zeleni saltator
10241,Saltator atripennis,SA,PASSERIFORMES,Thraupidae,Crnokrili saltator
10242,Saltator atriceps,MA,PASSERIFORMES,Thraupidae,Crnoglavi zeleni saltator
10243,Saltator nigriceps,SA,PASSERIFORMES,Thraupidae,Kapuljačasti saltator
10244,Saltator fuliginosus,SA,PASSERIFORMES,Thraupidae,Crnogrli škriljasti saltator
10245,Saltator grossus,"MA, SA",PASSERIFORMES,Thraupidae,Belogrli škriljasti saltator
10246,Saltator cinctus,SA,PASSERIFORMES,Thraupidae,Maskirani saltator
10247,Saltator maxillosus,SA,PASSERIFORMES,Thraupidae,Debelokljuni saltator
10248,Saltator aurantiirostris,SA,PASSERIFORMES,Thraupidae,Zlatokljuni saltator
10249,Coereba flaveola,"MA, SA",PASSERIFORMES,Thraupidae,Bananakvit
10250,Tiaris olivaceus,"NA, MA, SA",PASSERIFORMES,Thraupidae,Žutoliki graskvit
10251,Melanospiza bicolor,"NA, SA",PASSERIFORMES,Thraupidae,Crnoliki graskvit
10252,Asemospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Čađavi graskvit
10253,Asemospiza obscura,SA,PASSERIFORMES,Thraupidae,Mrki graskvit
10254,Certhidea olivacea,SA,PASSERIFORMES,Thraupidae,Zelena grmušasta galapagoska zeba
10255,Certhidea fusca,SA,PASSERIFORMES,Thraupidae,Siva grmušasta galapagoska zeba
10256,Platyspiza crassirostris,SA,PASSERIFORMES,Thraupidae,Vegetarijanska galapagoska zeba
10257,Pinaroloxias inornata,MA,PASSERIFORMES,Thraupidae,Zeba sa Kokos ostrva
10258,Camarhynchus heliobates,SA,PASSERIFORMES,Thraupidae,Mangrovska galapagoska zeba
10259,Camarhynchus pauper,SA,PASSERIFORMES,Thraupidae,Srednja galapagoska zeba sa drveća
10260,Camarhynchus pallidus,SA,PASSERIFORMES,Thraupidae,Detlić zeba
10261,Camarhynchus parvulus,SA,PASSERIFORMES,Thraupidae,Mala galapagoska zeba sa drveća
10262,Camarhynchus psittacula,SA,PASSERIFORMES,Thraupidae,Velika galapagoska zeba sa drveća
10263,Geospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Mala galapagoska zeba sa tla
10264,Geospiza difficilis,SA,PASSERIFORMES,Thraupidae,Oštrokljuna galapagoska zeba sa tla
10265,Geospiza acutirostris,SA,PASSERIFORMES,Thraupidae,Galapagoska zeba sa tla sa ostrva Đenoveza
10266,Geospiza septentrionalis,SA,PASSERIFORMES,Thraupidae,Vampir zeba
10267,Geospiza conirostris,SA,PASSERIFORMES,Thraupidae,Kaktusova zeba sa ostrva Espanjola
10268,Geospiza propinqua,SA,PASSERIFORMES,Thraupidae,Kaktusova zeba sa ostrva Đenoveza
10269,Geospiza magnirostris,SA,PASSERIFORMES,Thraupidae,Velika galapagoska zeba sa tla
10270,Geospiza scandens,SA,PASSERIFORMES,Thraupidae,Obična kaktusova zeba
10271,Geospiza fortis,SA,PASSERIFORMES,Thraupidae,Srednja galapagoska zeba sa tla
10272,Volatinia jacarina,"MA, SA",PASSERIFORMES,Thraupidae,Jakarina strnadica
10273,Conothraupis speculigera,SA,PASSERIFORMES,Thraupidae,Crno-bela tangara
10274,Conothraupis mesoleuca,SA,PASSERIFORMES,Thraupidae,Cone-billed Tanager
10275,Creurgops verticalis,SA,PASSERIFORMES,Thraupidae,Riđoćuba tangara
10276,Creurgops dentatus,SA,PASSERIFORMES,Thraupidae,Slaty Tanager
10277,Eucometis penicillata,"MA, SA",PASSERIFORMES,Thraupidae,Grey-headed Tanager
10278,Trichothraupis melanops,SA,PASSERIFORMES,Thraupidae,Black-goggled Tanager
10279,Heliothraupis oneilli,SA,PASSERIFORMES,Thraupidae,Inti Tanager
10280,Loriotus cristatus,SA,PASSERIFORMES,Thraupidae,Vatroćuba tangara
10281,Loriotus luctuosus,"MA, SA",PASSERIFORMES,Thraupidae,Belokrila crna tangara
10282,Loriotus rufiventer,SA,PASSERIFORMES,Thraupidae,Žutoćuba tangara
10283,Coryphospingus pileatus,SA,PASSERIFORMES,Thraupidae,Siva krunasta zeba
10284,Coryphospingus cucullatus,SA,PASSERIFORMES,Thraupidae,Crvena krunasta zeba
10285,Tachyphonus surinamus,SA,PASSERIFORMES,Thraupidae,Surinamska tangara
10286,Tachyphonus delatrii,"MA, SA",PASSERIFORMES,Thraupidae,Žutokapa crna tangara
10287,Tachyphonus rufus,"MA, SA",PASSERIFORMES,Thraupidae,Crna tangara
10288,Tachyphonus phoenicius,SA,PASSERIFORMES,Thraupidae,Crvenokrila crna tangara
10289,Tachyphonus coronatus,SA,PASSERIFORMES,Thraupidae,Crvenokapa crna tangara
10290,Rhodospingus cruentus,SA,PASSERIFORMES,Thraupidae,Purpurna krunasta zeba
10291,Lanio versicolor,SA,PASSERIFORMES,Thraupidae,Belokrila svračkolika tangara
10292,Lanio fulvus,SA,PASSERIFORMES,Thraupidae,Riđogrla svračkolika tangara
10293,Lanio aurantius,MA,PASSERIFORMES,Thraupidae,Crnogrla svračkolika tangara
10294,Lanio leucothorax,MA,PASSERIFORMES,Thraupidae,Belogrla svračkolika tangara
10295,Ramphocelus sanguinolentus,MA,PASSERIFORMES,Thraupidae,Grimiznovrata tangara
10296,Ramphocelus flammigerus,SA,PASSERIFORMES,Thraupidae,Vatroleđa crna tangara
10297,Ramphocelus icteronotus,"MA, SA",PASSERIFORMES,Thraupidae,Lemon-rumped Tanager
10298,Ramphocelus passerinii,MA,PASSERIFORMES,Thraupidae,Crvenoleđa tangara
10299,Ramphocelus bresilia,SA,PASSERIFORMES,Thraupidae,Purpurna tangara
10300,Ramphocelus dimidiatus,"MA, SA",PASSERIFORMES,Thraupidae,Grimiznoleđa tangara
10301,Ramphocelus nigrogularis,SA,PASSERIFORMES,Thraupidae,Maskirana grimizna tangara
10302,Ramphocelus melanogaster,SA,PASSERIFORMES,Thraupidae,Crnotrba tangara
10303,Ramphocelus carbo,SA,PASSERIFORMES,Thraupidae,Belokljuna tangara
10304,Sporophila bouvronides,SA,PASSERIFORMES,Thraupidae,Lesonova popić zeba
10305,Sporophila lineola,SA,PASSERIFORMES,Thraupidae,Dijamantska popić zeba
10306,Sporophila torqueola,MA,PASSERIFORMES,Thraupidae,Meksička riđotrba popić zeba
10307,Sporophila morelleti,"NA, MA",PASSERIFORMES,Thraupidae,Moreleova popić zeba
10308,Sporophila corvina,"MA, SA",PASSERIFORMES,Thraupidae,Raznobojna popić zeba
10309,Sporophila intermedia,SA,PASSERIFORMES,Thraupidae,Tamna popić zeba
10310,Sporophila americana,SA,PASSERIFORMES,Thraupidae,Američka popić zeba
10311,Sporophila fringilloides,SA,PASSERIFORMES,Thraupidae,Popić zeba sa belim zatiljkom
10312,Sporophila luctuosa,SA,PASSERIFORMES,Thraupidae,Crno-bela popić zeba
10313,Sporophila caerulescens,SA,PASSERIFORMES,Thraupidae,Gizdava popić zeba
10314,Sporophila nigricollis,"MA, SA",PASSERIFORMES,Thraupidae,Crnokapa popić zeba
10315,Sporophila ardesiaca,SA,PASSERIFORMES,Thraupidae,Duboina popić zeba
10316,Sporophila funerea,"MA, SA",PASSERIFORMES,Thraupidae,Debelokljuna popić zeba
10317,Sporophila angolensis,SA,PASSERIFORMES,Thraupidae,Brazilska popić zeba
10318,Sporophila nuttingi,MA,PASSERIFORMES,Thraupidae,Nikaragvanska popić zeba
10319,Sporophila maximiliani,SA,PASSERIFORMES,Thraupidae,Maksimilijanova popić zeba
10320,Sporophila crassirostris,SA,PASSERIFORMES,Thraupidae,Krupnokljuna popić zeba
10321,Sporophila atrirostris,SA,PASSERIFORMES,Thraupidae,Crnokljuna popić zeba
10322,Sporophila schistacea,"MA, SA",PASSERIFORMES,Thraupidae,Škriljasta popić zeba
10323,Sporophila falcirostris,SA,PASSERIFORMES,Thraupidae,Popić zeba povijenog kljuna
10324,Sporophila frontalis,SA,PASSERIFORMES,Thraupidae,Džinovska popić zeba
10325,Sporophila plumbea,SA,PASSERIFORMES,Thraupidae,Siva popić zeba
10326,Sporophila beltoni,SA,PASSERIFORMES,Thraupidae,Popić zeba sa mazgarske staze
10327,Sporophila collaris,SA,PASSERIFORMES,Thraupidae,Paragvajska riđotrba popić zeba
10328,Sporophila albogularis,SA,PASSERIFORMES,Thraupidae,Belogrla popić zeba
10329,Sporophila leucoptera,SA,PASSERIFORMES,Thraupidae,Belokrila popić zeba
10330,Sporophila peruviana,SA,PASSERIFORMES,Thraupidae,Papagajska popić zeba
10331,Sporophila telasco,SA,PASSERIFORMES,Thraupidae,Smeđogrla popić zeba
10332,Sporophila simplex,SA,PASSERIFORMES,Thraupidae,Jednobojna popić zeba
10333,Sporophila castaneiventris,SA,PASSERIFORMES,Thraupidae,Popić zeba kestenjastog trbuha
10334,Sporophila minuta,"MA, SA",PASSERIFORMES,Thraupidae,Patuljasta popić zeba
10335,Sporophila bouvreuil,SA,PASSERIFORMES,Thraupidae,Narandžasta popić zeba
10336,Sporophila nigrorufa,SA,PASSERIFORMES,Thraupidae,Crno-riđa popić zeba
10337,Sporophila hypoxantha,SA,PASSERIFORMES,Thraupidae,Popić zeba sa oker grudima
10338,Sporophila ruficollis,SA,PASSERIFORMES,Thraupidae,Popić zeba sa tamnim grlom
10339,Sporophila iberaensis,SA,PASSERIFORMES,Thraupidae,Ibera Seedeater
10340,Sporophila pileata,SA,PASSERIFORMES,Thraupidae,Popić zeba sa biserastim trbuhom
10341,Sporophila hypochroma,SA,PASSERIFORMES,Thraupidae,Popić zeba riđeg nadrepka
10342,Sporophila cinnamomea,SA,PASSERIFORMES,Thraupidae,Kestenjasta popić zeba
10343,Sporophila palustris,SA,PASSERIFORMES,Thraupidae,Močvarska popić zeba
10344,Sporophila melanogaster,SA,PASSERIFORMES,Thraupidae,Crnotrba popić zeba
10345,Piezorina cinerea,SA,PASSERIFORMES,Thraupidae,Cinereous Finch
10346,Xenospingus concolor,SA,PASSERIFORMES,Thraupidae,Slender-billed Finch
10347,Cnemoscopus rubrirostris,SA,PASSERIFORMES,Thraupidae,Žbunjarska tangara sa sivom kapuljačom
10348,Pseudospingus verticalis,SA,PASSERIFORMES,Thraupidae,Black-headed Hemispingus
10349,Pseudospingus xanthophthalmus,SA,PASSERIFORMES,Thraupidae,Drab Hemispingus
10350,Poospiza boliviana,SA,PASSERIFORMES,Thraupidae,Bolivian Warbling Finch
10351,Poospiza ornata,SA,PASSERIFORMES,Thraupidae,Cinnamon Warbling Finch
